https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume BTG
1653955200000,2022-05-31 00:00:00,BTG/USD,24.986705,25.144963,23.582794,24.161257,87010.7524300217,3601.25106198
1653868800000,2022-05-30 00:00:00,BTG/USD,24.05766,25.080799,23.562333,24.924233,98234.40297391496,3941.32100169
1653782400000,2022-05-29 00:00:00,BTG/USD,22.692274,25.999999,22.68285,24.227551,97124.57880933277,4008.84838956
1653696000000,2022-05-28 00:00:00,BTG/USD,23.258033,23.499989,22.005777,22.757267,91223.56065138863,4008.54639757
1653609600000,2022-05-27 00:00:00,BTG/USD,23.025082,25.599849,22.503041,23.204896,89331.63357349088,3849.68903
1653523200000,2022-05-26 00:00:00,BTG/USD,25.259599,26.478167,22.205669,23.31049,94529.46094507183,4055.23268473
1653436800000,2022-05-25 00:00:00,BTG/USD,27.257381,28.0962,24.673408,25.314666,102825.38619840902,4061.88990202
1653350400000,2022-05-24 00:00:00,BTG/USD,27.384018,29.899999,23.572975,26.894443,91077.68500303215,3386.48712684
1653264000000,2022-05-23 00:00:00,BTG/USD,20.864225,36.0,20.862401,27.601767,113415.74114744026,4109.00291809
1653177600000,2022-05-22 00:00:00,BTG/USD,20.322292,21.352987,20.208395,20.840863,77618.28440416814,3724.33158858
1653091200000,2022-05-21 00:00:00,BTG/USD,20.066516,20.920699,19.818503,20.335586,80135.7224044632,3940.66452791
1653004800000,2022-05-20 00:00:00,BTG/USD,21.07384,21.997207,19.38709,20.033107,76986.1611654966,3842.94663656
1652918400000,2022-05-19 00:00:00,BTG/USD,20.218483,21.798134,19.8,21.309122,82535.60180436423,3873.25211261
1652832000000,2022-05-18 00:00:00,BTG/USD,21.705108,23.049331,20.0,20.164958,75467.58563975523,3742.51142203
1652745600000,2022-05-17 00:00:00,BTG/USD,21.3318,23.998447,20.001075,21.833138,85233.34048421339,3903.85204748
1652659200000,2022-05-16 00:00:00,BTG/USD,22.04932,22.5,20.800001,21.624839,81826.72258510118,3783.92285765
1652572800000,2022-05-15 00:00:00,BTG/USD,21.142932,22.086334,19.500418,21.947613,85654.92503634801,3902.69889652
1652486400000,2022-05-14 00:00:00,BTG/USD,20.339738,21.399608,19.294887,21.205245,83187.28516037036,3922.95798329
1652400000000,2022-05-13 00:00:00,BTG/USD,18.939901,21.499945,18.728697,20.275623,80055.97505192702,3948.38546031
1652313600000,2022-05-12 00:00:00,BTG/USD,20.506743,23.999679,16.696474,18.77602,78261.43643437151,4168.15898334
1652227200000,2022-05-11 00:00:00,BTG/USD,25.896783,26.474599,20.000007,20.790416,84598.7332880712,4069.12171878
1652140800000,2022-05-10 00:00:00,BTG/USD,25.758455,26.899742,25.0,25.962921,104974.27366805455,4043.23818834
1652054400000,2022-05-09 00:00:00,BTG/USD,28.963379,29.015725,25,25.811329,99826.93700317742,3867.56284433
1651968000000,2022-05-08 00:00:00,BTG/USD,29.649366,30.270065,28.5,28.894116,113184.66844192603,3917.22205455
1651881600000,2022-05-07 00:00:00,BTG/USD,30.198885,30.384836,29.147892,29.771736,114708.91353867821,3852.94675254
1651795200000,2022-05-06 00:00:00,BTG/USD,31.559217,31.99998,29.50055,30.280281,117344.21029314848,3875.26820815
1651708800000,2022-05-05 00:00:00,BTG/USD,31.751613,34.0,30.3023,31.199774,122781.52016606148,3935.33363947
1651622400000,2022-05-04 00:00:00,BTG/USD,29.619567,31.989983,29.5,31.501706,121046.32358126556,3842.53232448
1651536000000,2022-05-03 00:00:00,BTG/USD,30.296218,30.368266,29.5,29.677006,107812.0202781735,3632.8469347
1651449600000,2022-05-02 00:00:00,BTG/USD,29.685371,30.6,29.2,30.320592,116768.14433257484,3851.11690209
1651363200000,2022-05-01 00:00:00,BTG/USD,30.273562,30.740965,29.0,29.727046,115737.30685883047,3893.33359456
1651276800000,2022-04-30 00:00:00,BTG/USD,31.695882,32.0287,29.8,30.100622,123509.77882534872,4103.23012014
1651190400000,2022-04-29 00:00:00,BTG/USD,33.386558,33.530624,31.3219,31.667704,116609.59268708527,3682.28756613
1651104000000,2022-04-28 00:00:00,BTG/USD,34.47808,35.0,33.0,33.497825,129004.17356542825,3851.12088816
1651017600000,2022-04-27 00:00:00,BTG/USD,33.875845,35.5,33.791196,34.422521,131561.26533549454,3821.95323043
1650931200000,2022-04-26 00:00:00,BTG/USD,36.265926,37.311381,33.548769,33.897764,130553.11508028641,3851.37837057
1650844800000,2022-04-25 00:00:00,BTG/USD,35.986593,38.742841,34.401445,36.144921,143989.1330362201,3983.66157824
1650758400000,2022-04-24 00:00:00,BTG/USD,36.944212,36.97723,36.474543,36.491162,6982.948760320001,191.36
1650672000000,2022-04-23 00:00:00,BTG/USD,37.047192,37.764198,36.176356,36.594531,145707.68417420925,3981.67923437
1650585600000,2022-04-22 00:00:00,BTG/USD,37.415543,38.2617,36.6676,37.290882,141869.82139687255,3804.41045607
1650499200000,2022-04-21 00:00:00,BTG/USD,37.431645,38.182694,37.390251,37.696945,6841.609993859241,181.48977308
1650412800000,2022-04-20 00:00:00,BTG/USD,38.505918,38.7263,37.34,37.431416,142037.95681290032,3794.61885206
1650326400000,2022-04-19 00:00:00,BTG/USD,37.616246,38.628112,36.4858,38.438765,149079.5738511195,3878.36533903
1650240000000,2022-04-18 00:00:00,BTG/USD,36.919653,37.697635,35.0,37.597428,146829.4793290686,3905.30648344
1650153600000,2022-04-17 00:00:00,BTG/USD,38.342205,38.38048,36.992525,37.028355,145393.08152136687,3926.53363946
1650067200000,2022-04-16 00:00:00,BTG/USD,38.110814,39.3756,37.27,38.15353,147290.70747706105,3860.47391885
1649980800000,2022-04-15 00:00:00,BTG/USD,36.862713,38.78,35.3,38.045524,144723.9971973798,3803.96908707
1649894400000,2022-04-14 00:00:00,BTG/USD,38.598616,38.858852,36.516636,36.752368,142153.59933535042,3867.87592395
1649808000000,2022-04-13 00:00:00,BTG/USD,36.729607,38.858852,35.842901,38.424489,151802.02817669473,3950.65834647
1649721600000,2022-04-12 00:00:00,BTG/USD,35.186213,38.097653,35.182243,36.729144,141584.9696856115,3854.83989732
1649635200000,2022-04-11 00:00:00,BTG/USD,38.468828,39.353501,35.0,35.155333,138304.98792748715,3934.1111611
1649548800000,2022-04-10 00:00:00,BTG/USD,38.918875,39.226241,38.866712,38.882671,5760.4677086500005,148.15
1649462400000,2022-04-09 00:00:00,BTG/USD,39.73925,39.813657,38.1393,39.110248,153714.66773292515,3930.2913071
1649376000000,2022-04-08 00:00:00,BTG/USD,40.909018,41.325737,39.14,39.493309,153946.56691889503,3898.04173965
1649289600000,2022-04-07 00:00:00,BTG/USD,39.259937,40.990198,37.9449,40.909523,160923.74950785967,3933.65010655
1649203200000,2022-04-06 00:00:00,BTG/USD,42.905948,43.128756,37.8,38.62582,147320.9046661645,3814.05248267
1649116800000,2022-04-05 00:00:00,BTG/USD,43.891871,44.304842,42.000128,42.895778,155987.45092174722,3636.42899592
1649030400000,2022-04-04 00:00:00,BTG/USD,43.472692,44.99999,42.2,44.171636,166459.9839189355,3768.48129236
1648944000000,2022-04-03 00:00:00,BTG/USD,43.341006,43.72521,42.344641,43.614091,165962.26856058586,3805.24424
1648857600000,2022-04-02 00:00:00,BTG/USD,43.493659,46.99,40.710649,43.444031,167755.2792349891,3861.41146145
1648771200000,2022-04-01 00:00:00,BTG/USD,43.262093,44.9,39.000001,43.395185,173097.95741691615,3988.87474306
1648684800000,2022-03-31 00:00:00,BTG/USD,44.394987,47.0,43.075468,43.213209,168863.82592088616,3907.69002878
1648598400000,2022-03-30 00:00:00,BTG/USD,44.425035,47.069727,43.2,44.436943,198772.895160984,4473.14512974
1648512000000,2022-03-29 00:00:00,BTG/USD,45.128605,47,43.65,44.454361,169209.99109066973,3806.37551152
1648425600000,2022-03-28 00:00:00,BTG/USD,44.641604,47.0,43.075469,45.055327,171091.7398252691,3797.36983876
1648339200000,2022-03-27 00:00:00,BTG/USD,44.148922,45.312,42.4,44.777731,169917.1576560605,3794.6799416
1648252800000,2022-03-26 00:00:00,BTG/USD,45.770613,46.327952,41.778302,44.463961,168976.02027980724,3800.29166272
1648166400000,2022-03-25 00:00:00,BTG/USD,45.734664,48.0,44.737517,46.063941,181324.59834884477,3936.3674582
1648080000000,2022-03-24 00:00:00,BTG/USD,44.684805,46.89999,41.4,45.626958,183153.40921853916,4014.14903046
1647993600000,2022-03-23 00:00:00,BTG/USD,44.549809,49.0,42.068901,44.466556,180725.11274869417,4064.29301043
1647907200000,2022-03-22 00:00:00,BTG/USD,38.380847,45.1628,38.0942,44.891598,178100.20461109577,3967.33938077
1647820800000,2022-03-21 00:00:00,BTG/USD,36.229026,42.0,36.229026,38.342074,155299.16178036164,4050.35892895
1647734400000,2022-03-20 00:00:00,BTG/USD,32.921118,39.284501,32.445237,36.827424,146155.20715494134,3968.65138205
1647648000000,2022-03-19 00:00:00,BTG/USD,31.628238,33.136143,31.273947,33.027936,128628.6954543736,3894.54234907
1647561600000,2022-03-18 00:00:00,BTG/USD,31.180726,32.16258,30.144943,31.484752,124525.89718463787,3955.11761327
1647475200000,2022-03-17 00:00:00,BTG/USD,31.080144,31.206092,30.300925,31.185635,122826.23190088815,3938.55157674
1647388800000,2022-03-16 00:00:00,BTG/USD,30.269653,31.230309,29.6772,30.988174,118212.12504305401,3814.74962168
1647302400000,2022-03-15 00:00:00,BTG/USD,30.62816,30.744174,29.271153,30.149433,115382.82664149386,3827.0313953
1647216000000,2022-03-14 00:00:00,BTG/USD,30.150415,31.1,29.800213,30.679241,118210.16800469688,3853.09949502
1647129600000,2022-03-13 00:00:00,BTG/USD,31.524591,32.0,30,30.265956,115433.28062030036,3813.96446292
1647043200000,2022-03-12 00:00:00,BTG/USD,31.737201,32.0,31.0,31.537984,117852.29774281033,3736.83675351
1646956800000,2022-03-11 00:00:00,BTG/USD,32.517942,32.517942,30.600001,31.735245,123017.99951509183,3876.38411221
1646870400000,2022-03-10 00:00:00,BTG/USD,32.297692,35.0,31.5,32.480208,129942.10182336181,4000.6548549
1646784000000,2022-03-09 00:00:00,BTG/USD,30.261833,32.639099,29.0,32.276233,129127.34666218559,4000.69446339
1646697600000,2022-03-08 00:00:00,BTG/USD,30.135999,30.53,29.7,30.220863,118427.04228690943,3918.71808184
1646611200000,2022-03-07 00:00:00,BTG/USD,30.572734,31.52008,29.924078,30.134815,117097.31298775229,3885.78171088
1646524800000,2022-03-06 00:00:00,BTG/USD,31.77222,32.088399,30.5,30.573116,118133.74577028397,3863.9746688
1646438400000,2022-03-05 00:00:00,BTG/USD,31.24313,31.926935,30.7133,31.75479,123116.77071198438,3877.10864131
1646352000000,2022-03-04 00:00:00,BTG/USD,32.373747,33.4521,30.934404,31.229401,123968.08638602892,3969.59539461
1646265600000,2022-03-03 00:00:00,BTG/USD,32.677676,33.969,31.7821,32.305666,124194.46817263408,3844.35560538
1646179200000,2022-03-02 00:00:00,BTG/USD,33.712618,33.951575,33.708826,33.832712,2271.52828368,67.14
1646092800000,2022-03-01 00:00:00,BTG/USD,32.663942,35.3901,32.663942,33.852265,139400.50067040382,4117.90763987
1646006400000,2022-02-28 00:00:00,BTG/USD,29.950489,33.0,29.563213,32.636821,127176.76282163222,3896.72642509
1645920000000,2022-02-27 00:00:00,BTG/USD,31.39006,31.737385,29.865375,30.05356,116074.1711635044,3862.24364646
1645833600000,2022-02-26 00:00:00,BTG/USD,29.882324,34.6,29.678841,31.383314,127173.6514863717,4052.26967064
1645747200000,2022-02-25 00:00:00,BTG/USD,28.416881,30.0,27.946708,29.466474,115897.24793252184,3933.19023961
1645660800000,2022-02-24 00:00:00,BTG/USD,28.649039,28.8005,25.46995,28.481483,115448.82555069607,4053.46960166
1645574400000,2022-02-23 00:00:00,BTG/USD,29.064098,29.856,28.644068,28.645689,114876.5401177948,4010.25578815
1645488000000,2022-02-22 00:00:00,BTG/USD,28.008199,29.205,27.1948,29.07292,111780.43526554701,3844.83000901
1645401600000,2022-02-21 00:00:00,BTG/USD,29.95848,30.856208,27.919988,28.028278,109704.36002289849,3914.059937
1645315200000,2022-02-20 00:00:00,BTG/USD,31.021702,31.831628,29.704845,30.026685,114480.46379802961,3812.62413077
1645228800000,2022-02-19 00:00:00,BTG/USD,31.721271,32.398873,30.479169,30.894729,118006.42938739795,3819.62985943
1645142400000,2022-02-18 00:00:00,BTG/USD,32.254702,34.99,31.5,31.763188,121606.86346309868,3828.54716797
1645056000000,2022-02-17 00:00:00,BTG/USD,34.374219,34.886621,32.14266,32.260501,128622.64299376511,3987.00079065
1644969600000,2022-02-16 00:00:00,BTG/USD,34.822631,35.88,34.086,34.398782,129893.88524052232,3776.11873701
1644883200000,2022-02-15 00:00:00,BTG/USD,33.808482,34.87,33.090989,34.762182,134886.17822194286,3880.25637234
1644796800000,2022-02-14 00:00:00,BTG/USD,33.692156,34.12585,33.090989,33.728697,134203.5227246484,3978.91216268
1644710400000,2022-02-13 00:00:00,BTG/USD,33.537679,34.075963,33.090989,33.576375,135838.24820538156,4045.64960349
1644624000000,2022-02-12 00:00:00,BTG/USD,33.648852,34.0955,32.3837,33.448409,131090.08818112142,3919.17260343
1644537600000,2022-02-11 00:00:00,BTG/USD,36.301407,36.693602,33.402633,33.533899,131877.41532432177,3932.65976391
1644451200000,2022-02-10 00:00:00,BTG/USD,36.291479,38.009924,35.5,36.234555,143906.5404921112,3971.5277445
1644364800000,2022-02-09 00:00:00,BTG/USD,35.5709,36.493,34.91713,36.1667,144407.62595471178,3992.83390397
1644278400000,2022-02-08 00:00:00,BTG/USD,36.378628,37.7343,34.0405,35.522887,142876.53916312344,4022.09818034
1644192000000,2022-02-07 00:00:00,BTG/USD,34.514568,36.988256,34.300271,36.440106,143236.00775866924,3930.72423441
1644105600000,2022-02-06 00:00:00,BTG/USD,33.540983,35.357055,33.167682,34.182837,134634.87746303566,3938.66891338
1644019200000,2022-02-05 00:00:00,BTG/USD,32.693093,34.0,32.5056,33.47495,131468.22177629254,3927.36125898
1643932800000,2022-02-04 00:00:00,BTG/USD,30.193029,32.88934,30.073313,32.724998,131777.5808412601,4026.81707853
1643846400000,2022-02-03 00:00:00,BTG/USD,29.894098,30.444666,29.43,30.3,118278.415150128,3903.57805776
1643760000000,2022-02-02 00:00:00,BTG/USD,30.237596,32.1,29.687824,29.991133,120877.56124640357,4030.44330624
1643673600000,2022-02-01 00:00:00,BTG/USD,30.04201,30.434862,29.867356,30.291488,115691.11766619059,3819.26162446
1643587200000,2022-01-31 00:00:00,BTG/USD,30.129325,30.593857,29.0692,30.045647,119893.67007669497,3990.38403389
1643500800000,2022-01-30 00:00:00,BTG/USD,31.091426,31.218674,29.500006,30.110601,118183.41842177243,3924.97706777
1643414400000,2022-01-29 00:00:00,BTG/USD,30.734124,31.7106,30.4335,31.069042,123831.71601638943,3985.69469945
1643328000000,2022-01-28 00:00:00,BTG/USD,29.193402,32.0,28.950572,30.718977,120432.5176203982,3920.459904
1643241600000,2022-01-27 00:00:00,BTG/USD,29.333864,30.227165,28.35,29.197727,114872.90540175053,3934.30986603
1643155200000,2022-01-26 00:00:00,BTG/USD,29.258448,32.299807,28.856518,29.236374,116557.03361517593,3986.71304503
1643068800000,2022-01-25 00:00:00,BTG/USD,29.072677,30.409958,28.091709,29.316621,127439.08649142428,4346.99096091
1642982400000,2022-01-24 00:00:00,BTG/USD,30.238302,31.362557,27.093661,29.014217,135773.35506332133,4679.54572282
1642896000000,2022-01-23 00:00:00,BTG/USD,29.967042,30.818606,29.206524,30.187093,127024.77518528978,4207.91678037
1642809600000,2022-01-22 00:00:00,BTG/USD,31.063773,33.901574,28.0223,29.911786,181685.10929176662,6074.03079481
1642723200000,2022-01-21 00:00:00,BTG/USD,35.964719,36.697227,30.331437,31.074384,125362.06332712255,4034.25739114
1642636800000,2022-01-20 00:00:00,BTG/USD,36.774584,37.2948,35.830089,35.907555,137561.9114092463,3831.00189944
1642550400000,2022-01-19 00:00:00,BTG/USD,37.422389,37.919,36.043918,36.799795,136781.6598603205,3716.91363662
1642464000000,2022-01-18 00:00:00,BTG/USD,36.602221,38.752033,35.696155,37.442173,147309.45742291765,3934.31912787
1642377600000,2022-01-17 00:00:00,BTG/USD,38.584835,38.595437,36.377471,36.646819,143981.5782609839,3928.89702817
1642291200000,2022-01-16 00:00:00,BTG/USD,39.067982,39.124699,37.897298,38.539684,146050.37094903807,3789.60997576
1642204800000,2022-01-15 00:00:00,BTG/USD,37.739647,39.409946,37.739647,39.050011,150148.19237276155,3845.02304936
1642118400000,2022-01-14 00:00:00,BTG/USD,36.657023,39.6057,36.377471,37.809895,147451.8702728618,3899.82226274
1642032000000,2022-01-13 00:00:00,BTG/USD,37.682894,38.130639,36.3957,36.616474,145399.31014878352,3970.87142112
1641945600000,2022-01-12 00:00:00,BTG/USD,36.323618,37.9774,36.146852,37.803046,152573.54514987534,4036.01194332
1641859200000,2022-01-11 00:00:00,BTG/USD,34.917004,37.9792,34.855208,36.21267,151123.0052462252,4173.2080304
1641772800000,2022-01-10 00:00:00,BTG/USD,36.31198,36.8725,33.4846,34.913145,141866.05588126474,4063.39949842
1641686400000,2022-01-09 00:00:00,BTG/USD,36.248626,37.171,35.9014,36.309546,142210.56945250338,3916.61656834
1641600000000,2022-01-08 00:00:00,BTG/USD,37.27428,38.090996,35.710202,36.295955,143943.15081577576,3965.81797657
1641513600000,2022-01-07 00:00:00,BTG/USD,38.845669,40.407555,36.286459,37.228684,159237.2573483762,4277.27333441
1641427200000,2022-01-06 00:00:00,BTG/USD,38.926683,41.69,37.800002,38.773814,150818.32821560575,3889.69545827
1641340800000,2022-01-05 00:00:00,BTG/USD,41.180827,43.587226,38.384991,38.965722,154136.13326611524,3955.68528837
1641254400000,2022-01-04 00:00:00,BTG/USD,41.537514,42.6,41.0,41.292398,159895.59171341814,3872.27672545
1641168000000,2022-01-03 00:00:00,BTG/USD,42.271987,43.295915,41.0301,41.625133,167057.90328513936,4013.39025836
1641081600000,2022-01-02 00:00:00,BTG/USD,41.096121,43.0,40.948546,42.228592,167901.33955289327,3976.01084007
1640995200000,2022-01-01 00:00:00,BTG/USD,40.614606,41.8824,40.579407,41.451204,162940.42393962966,3930.89725306
1640908800000,2021-12-31 00:00:00,BTG/USD,41.261925,41.583,40.0805,40.793501,164145.45755279282,4023.8139294
1640822400000,2021-12-30 00:00:00,BTG/USD,40.898792,41.5795,40.2135,41.223388,160785.93764097572,3900.35718658
1640736000000,2021-12-29 00:00:00,BTG/USD,42.594908,43.0611,40.71,40.925956,159934.22187751925,3907.89214252
1640649600000,2021-12-28 00:00:00,BTG/USD,45.886128,45.886128,42.1,42.345862,164951.6431795613,3895.34267078
1640563200000,2021-12-27 00:00:00,BTG/USD,45.173119,47.626768,44.7624,45.792256,181839.30777422973,3970.9619848
1640476800000,2021-12-26 00:00:00,BTG/USD,45.389365,45.7198,44.198243,45.159131,176856.7338376504,3916.30064444
1640390400000,2021-12-25 00:00:00,BTG/USD,46.206646,46.392833,44.74,45.444772,171910.03260390545,3782.83408714
1640304000000,2021-12-24 00:00:00,BTG/USD,44.322649,47.342329,43.871398,46.248685,188028.76729224622,4065.60245534
1640217600000,2021-12-23 00:00:00,BTG/USD,42.713703,44.6,42.0425,44.162771,175308.43944789597,3969.59781912
1640131200000,2021-12-22 00:00:00,BTG/USD,42.863658,43.4,42.179027,42.724778,166575.7376429827,3898.80873443
1640044800000,2021-12-21 00:00:00,BTG/USD,41.327103,43.335594,40.682514,42.8132,163206.5178929176,3812.06071709
1639958400000,2021-12-20 00:00:00,BTG/USD,40.653333,43.6,39.66868,41.330912,194438.07457324353,4704.42255359
1639872000000,2021-12-19 00:00:00,BTG/USD,40.808381,41.48,40.220187,40.810197,159513.65005447884,3908.6714052
1639785600000,2021-12-18 00:00:00,BTG/USD,40.517998,41.411784,40.0,40.875731,159738.46703714598,3907.90484058
1639699200000,2021-12-17 00:00:00,BTG/USD,42.457351,43.807505,40.111,40.472158,157995.0505369948,3903.79605004
1639612800000,2021-12-16 00:00:00,BTG/USD,43.40607,44.330999,42.0,42.516421,163993.40987418994,3857.17814475
1639526400000,2021-12-15 00:00:00,BTG/USD,44.394307,44.936428,42.0,43.394527,170742.62502684924,3934.65805093
1639440000000,2021-12-14 00:00:00,BTG/USD,43.163159,46.9964,42.4412,44.412203,188733.43055635266,4249.58497457
1639353600000,2021-12-13 00:00:00,BTG/USD,47.082404,50.8,42.3294,43.421534,158323.8940821694,3646.20683558
1639267200000,2021-12-12 00:00:00,BTG/USD,47.375752,49.0,45.7736,46.955544,181183.8562034308,3858.62543097
1639180800000,2021-12-11 00:00:00,BTG/USD,47.694827,48.999956,44.5,47.565248,182739.67848779092,3841.87376649
1639094400000,2021-12-10 00:00:00,BTG/USD,46.478202,51.500001,44.8,47.101778,189991.11466595874,4033.62936036
1639008000000,2021-12-09 00:00:00,BTG/USD,48.342359,49.303216,44.5,46.474803,178119.97760650355,3832.61393505
1638921600000,2021-12-08 00:00:00,BTG/USD,48.997276,49.3036,45.0,48.641154,187486.7095579798,3854.48728371
1638835200000,2021-12-07 00:00:00,BTG/USD,49.230173,50.8303,46.833474,48.925446,192669.7527346873,3938.02751915
1638748800000,2021-12-06 00:00:00,BTG/USD,45.635152,52.0109,41.2,48.629345,188830.7707811455,3883.06218768
1638662400000,2021-12-05 00:00:00,BTG/USD,47.307861,49.02767,43.329889,45.685337,192774.56500458444,4219.6156943
1638576000000,2021-12-04 00:00:00,BTG/USD,53.698971,54.683862,38.800714,47.367852,190444.1006304209,4020.53486889
1638489600000,2021-12-03 00:00:00,BTG/USD,55.930941,56.409373,53.44277,53.956109,206278.84592786423,3823.08601845
1638403200000,2021-12-02 00:00:00,BTG/USD,56.262409,56.450551,54.871442,55.932724,218011.57812976107,3897.74648075
1638316800000,2021-12-01 00:00:00,BTG/USD,57.146986,57.7311,55.6714,56.48704,220361.61127156974,3901.1003457
1638230400000,2021-11-30 00:00:00,BTG/USD,58.055273,58.544863,55.8204,57.130651,222117.97674528154,3887.89507659
1638144000000,2021-11-29 00:00:00,BTG/USD,57.648627,59.687872,56.6307,57.938451,219078.05060484205,3781.22036098
1638057600000,2021-11-28 00:00:00,BTG/USD,56.524646,57.706837,54.7952,57.620121,224688.65213676685,3899.48247656
1637971200000,2021-11-27 00:00:00,BTG/USD,56.394889,57.786588,55.628869,56.691132,223830.0918077102,3948.23817961
1637884800000,2021-11-26 00:00:00,BTG/USD,59.964473,60.046601,55.0,56.297731,230172.11086716788,4088.47935394
1637798400000,2021-11-25 00:00:00,BTG/USD,58.637995,62.86,57.785937,59.979551,242905.3703366308,4049.80307933
1637712000000,2021-11-24 00:00:00,BTG/USD,59.004624,59.998479,57.1088,58.373678,231397.08352672608,3964.06550786
1637625600000,2021-11-23 00:00:00,BTG/USD,59.438621,60.5,58.276957,58.988519,236265.63645006868,4005.28171338
1637539200000,2021-11-22 00:00:00,BTG/USD,62.043926,62.278636,58.8,59.433709,238030.60337569722,4004.97642467
1637452800000,2021-11-21 00:00:00,BTG/USD,61.928615,62.879687,60.600001,61.993786,236284.95322560015,3811.42963628
1637366400000,2021-11-20 00:00:00,BTG/USD,60.623391,62.710001,59.3968,62.436436,247918.05538305998,3970.727211
1637280000000,2021-11-19 00:00:00,BTG/USD,59.088898,61.5,58.276957,60.636683,238580.1078512899,3934.58375438
1637193600000,2021-11-18 00:00:00,BTG/USD,63.521742,64.306629,58.7,59.275474,234229.31384327234,3951.53843634
1637107200000,2021-11-17 00:00:00,BTG/USD,63.963937,64.0,62.0,63.407,246674.67995212777,3890.33828997
1637020800000,2021-11-16 00:00:00,BTG/USD,67.286765,67.359915,62.0,63.641522,257969.6244741229,4053.47980952
1636934400000,2021-11-15 00:00:00,BTG/USD,67.845161,68.4997,66.8,67.070286,265765.86601154564,3962.49787889
1636848000000,2021-11-14 00:00:00,BTG/USD,66.402769,68.706499,66.354427,67.595287,263981.4781686697,3905.32372721
1636761600000,2021-11-13 00:00:00,BTG/USD,65.64143,67.273716,64.8687,66.521415,258643.63306379603,3888.12584735
1636675200000,2021-11-12 00:00:00,BTG/USD,67.198242,67.6,64.111111,65.645701,273087.50642566243,4160.02117832
1636588800000,2021-11-11 00:00:00,BTG/USD,67.279601,68.813,65.933675,67.201061,268930.16658191325,4001.87381836
1636502400000,2021-11-10 00:00:00,BTG/USD,70.844175,74.99,65.958513,67.413419,279962.0658882511,4152.91302594
1636416000000,2021-11-09 00:00:00,BTG/USD,68.594636,71.938871,67.608501,70.548399,305274.07320620527,4327.15805792
1636329600000,2021-11-08 00:00:00,BTG/USD,64.355252,69.6584,64.326219,68.703606,278230.9782082808,4049.72889208
1636243200000,2021-11-07 00:00:00,BTG/USD,63.922356,65.094123,62.760862,64.386884,252147.58780838785,3916.13279202
1636156800000,2021-11-06 00:00:00,BTG/USD,64.474125,66.356394,63.0452,63.995582,252071.2669717503,3938.88545262
1636070400000,2021-11-05 00:00:00,BTG/USD,64.676837,66.5038,64.144208,64.401727,264132.74707545387,4101.33018755
1635984000000,2021-11-04 00:00:00,BTG/USD,65.923704,66.052364,64.0357,64.509399,257419.67418038705,3990.42121258
