https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FIL,Volume USD
1615953600000,2021-03-17 04:00:00,FIL/USD,68.9279,96.9012,66.1743,84.366,243310.48572734,20527132.438872766
1615867200000,2021-03-16 04:00:00,FIL/USD,52.3333,71.1316,52.1708,68.9279,87556.0956736,6035057.806980332
1615780800000,2021-03-15 04:00:00,FIL/USD,54.9761,55.8388,50.7274,52.3333,52788.49762156,2762596.2825783864
1615694400000,2021-03-14 04:00:00,FIL/USD,55.8129,57.0236,51.6736,54.9761,119799.11319788,6586088.027077971
1615608000000,2021-03-13 04:00:00,FIL/USD,44.5599,57.1231,44.0745,55.8129,119176.6519424,6651594.557195976
1615521600000,2021-03-12 04:00:00,FIL/USD,42.135,45.0,42.0686,44.5599,53556.5855563,2386476.096730172
1615435200000,2021-03-11 04:00:00,FIL/USD,42.7443,43.9999,41.25,42.135,28049.60734796,1181870.2056062946
1615348800000,2021-03-10 04:00:00,FIL/USD,41.3445,44.1358,41.2331,42.7443,36510.09337122,1560598.3840874392
1615262400000,2021-03-09 04:00:00,FIL/USD,42.1979,42.5298,41.0571,41.3445,35892.56849149,1483960.297996408
1615176000000,2021-03-08 04:00:00,FIL/USD,41.2603,42.2655,40.6178,42.1979,31354.36256306,1323088.2559997495
1615089600000,2021-03-07 04:00:00,FIL/USD,41.1614,41.8932,40.3153,41.2603,28263.05346782,1166142.0649982935
1615003200000,2021-03-06 04:00:00,FIL/USD,40.4443,41.6583,39.0037,41.1614,28106.02964717,1156883.528719023
1614916800000,2021-03-05 04:00:00,FIL/USD,39.5305,40.8791,38.4793,40.4443,34719.26162099,1404196.2327778058
1614830400000,2021-03-04 04:00:00,FIL/USD,40.8754,42.2056,38.4037,39.5305,26712.86555218,1055972.9317104516
1614744000000,2021-03-03 04:00:00,FIL/USD,38.6,44.8,38.6,40.8754,82351.39192388,3366146.0854453645
1614657600000,2021-03-02 04:00:00,FIL/USD,37.8724,38.9478,37.3026,38.6,43869.95436376,1693380.238441136
1614571200000,2021-03-01 04:00:00,FIL/USD,36.3439,39.51,35.9182,37.8724,42474.78090688,1608621.892417722
1614484800000,2021-02-28 04:00:00,FIL/USD,36.1605,36.7895,34.86,36.3439,23057.87379087,838013.0592680001
1614398400000,2021-02-27 04:00:00,FIL/USD,35.9429,38.8155,35.5876,36.1605,35207.81916159,1273132.3447926752
1614312000000,2021-02-26 04:00:00,FIL/USD,34.567,36.5039,33.33,35.9429,27119.71449369,974761.1860752504
1614225600000,2021-02-25 04:00:00,FIL/USD,36.5824,36.5824,33.8977,34.567,31663.56387557,1094514.4124868282
1614139200000,2021-02-24 04:00:00,FIL/USD,37.6089,38.1472,35.5924,36.5824,26303.84411043,962257.7467853944
1614052800000,2021-02-23 04:00:00,FIL/USD,36.7728,37.7274,31.89,37.6089,44001.73188557,1654856.7343112135
1613966400000,2021-02-22 04:00:00,FIL/USD,42.1983,43.3147,32.2791,36.7728,70752.36805385,2601762.679970615
1613880000000,2021-02-21 04:00:00,FIL/USD,44.4785,45.8633,42.1322,42.1983,20143.06457879,850003.0820151541
1613793600000,2021-02-20 04:00:00,FIL/USD,45.0026,46.6262,42.2881,44.4785,72936.67631838,3244113.957627065
1613707200000,2021-02-19 04:00:00,FIL/USD,41.6308,49.3772,41.4548,45.0026,62598.83839006,2817110.484532514
1613620800000,2021-02-18 04:00:00,FIL/USD,43.7243,43.7243,41.3834,41.6308,14034.50109096,584267.5080175376
1613534400000,2021-02-17 04:00:00,FIL/USD,41.427,44.8581,40.345,43.7243,49141.4486744,2148675.444274068
1613448000000,2021-02-16 04:00:00,FIL/USD,44.8474,44.9096,40.1004,41.427,45182.02240056,1871755.6419879992
1613361600000,2021-02-15 04:00:00,FIL/USD,42.9751,46.9159,40.6903,44.8474,70052.28435288,3141662.8172873505
1613275200000,2021-02-14 04:00:00,FIL/USD,42.176,52.48,36.4892,42.9751,98495.70210435,4232862.647504651
1613188800000,2021-02-13 04:00:00,FIL/USD,43.9086,44.7843,39.84,42.176,52439.25781164,2211678.137463729
1613102400000,2021-02-12 04:00:00,FIL/USD,40.1928,44.6888,39.28,43.9086,62778.96140473,2756536.3047357276
1613016000000,2021-02-11 04:00:00,FIL/USD,39.2328,41.9684,39.1257,40.1928,60340.2311801,2425242.8437755234
1612929600000,2021-02-10 04:00:00,FIL/USD,42.5283,43.8,35.25,39.2328,82869.61820033,3251207.156929907
1612843200000,2021-02-09 04:00:00,FIL/USD,30.5511,52.4965,29.6684,42.5283,321896.40722644,13689706.975448208
1612756800000,2021-02-08 04:00:00,FIL/USD,23.9342,32.1501,23.9342,30.5511,257500.67074043,7866928.7418579515
1612670400000,2021-02-07 04:00:00,FIL/USD,24.0719,24.5329,23.7311,23.9342,39448.60106094,944170.70751275
1612584000000,2021-02-06 04:00:00,FIL/USD,24.422,25.2682,23.9123,24.0719,50579.43066715,1217542.9970765682
1612497600000,2021-02-05 04:00:00,FIL/USD,23.1724,25.6364,23.0806,24.422,203147.99517529,4961280.338170933
1612411200000,2021-02-04 04:00:00,FIL/USD,22.92,23.2,22.8066,23.1724,68252.0630907,1581564.1067629368
1612324800000,2021-02-03 04:00:00,FIL/USD,22.7355,23.4111,22.5803,22.92,91313.3871521,2092902.8335261322
1612238400000,2021-02-02 04:00:00,FIL/USD,22.5843,22.9405,22.3655,22.7355,79993.95610792,1818702.5890916153
1612152000000,2021-02-01 04:00:00,FIL/USD,22.4152,24.0,22.2395,22.5843,102528.68972571,2315538.6873723525
1612065600000,2021-01-31 04:00:00,FIL/USD,22.2582,22.599,22.0386,22.4152,21535.69363198,482726.8798995581
1611979200000,2021-01-30 04:00:00,FIL/USD,22.1567,22.3437,22.0,22.2582,6553.94622235,145879.04580631078
1611892800000,2021-01-29 04:00:00,FIL/USD,22.2382,22.9648,21.9839,22.1567,24229.02771737,536835.298425452
1611806400000,2021-01-28 04:00:00,FIL/USD,21.8439,22.2382,21.8005,22.2382,6521.93018018,145035.9877328789
1611720000000,2021-01-27 04:00:00,FIL/USD,21.9186,21.9485,21.1717,21.8439,10893.31076843,237952.3910945081
1611633600000,2021-01-26 04:00:00,FIL/USD,22.2648,22.4213,21.8223,21.9186,19767.57074302,433277.47608795814
1611547200000,2021-01-25 04:00:00,FIL/USD,22.8242,23.0093,22.2648,22.2648,12580.64168733,280105.471040065
1611460800000,2021-01-24 04:00:00,FIL/USD,22.9805,23.1029,22.5228,22.8242,14556.09902069,332231.3152680327
1611374400000,2021-01-23 04:00:00,FIL/USD,22.6042,23.5999,22.3934,22.9805,29818.17682668,685236.6125655198
1611288000000,2021-01-22 04:00:00,FIL/USD,22.7498,23.0548,21.6883,22.6042,31695.6846412,716455.594766613
1611201600000,2021-01-21 04:00:00,FIL/USD,22.384,23.1731,20.5722,22.7498,47720.67931091,1085635.9101873403
1611115200000,2021-01-20 04:00:00,FIL/USD,22.261,22.9,21.8276,22.384,26155.63041464,585467.6312013018
1611028800000,2021-01-19 04:00:00,FIL/USD,23.6667,24.2499,22.261,22.261,26346.79414781,586505.9845243983
1610942400000,2021-01-18 04:00:00,FIL/USD,23.8799,24.6427,23.5524,23.6667,12695.12085659,300451.6167766585
1610856000000,2021-01-17 04:00:00,FIL/USD,23.9982,26.0822,23.5487,23.8799,24728.79140341,590521.0658342905
1610769600000,2021-01-16 04:00:00,FIL/USD,21.9571,25.0154,21.5305,23.9982,40155.91209633,963669.6096701466
1610683200000,2021-01-15 04:00:00,FIL/USD,21.6907,22.2084,21.2773,21.9571,13248.20010039,290892.05442427326
1610596800000,2021-01-14 04:00:00,FIL/USD,21.7236,21.7996,21.5118,21.6907,1991.39979638,43194.85556333967
1610510400000,2021-01-13 04:00:00,FIL/USD,21.1993,21.922,21.1486,21.7236,14719.69537318,319764.7744088131
1610424000000,2021-01-12 04:00:00,FIL/USD,21.49,21.9099,20.9499,21.1993,9868.55686447,209206.49753695886
1610337600000,2021-01-11 04:00:00,FIL/USD,21.9889,22.1924,20.8036,21.49,25260.57733109,542849.8068451241
1610251200000,2021-01-10 04:00:00,FIL/USD,23.3892,24.3791,21.2708,21.9889,22377.9728924,492067.0081336944
1610164800000,2021-01-09 04:00:00,FIL/USD,21.6584,24.2478,21.5299,23.3892,17910.75806223,418918.30246910994
1610078400000,2021-01-08 04:00:00,FIL/USD,21.7195,22.2055,21.2397,21.6584,7653.33619936,165759.01674021862
1609992000000,2021-01-07 04:00:00,FIL/USD,22.1532,22.1532,21.26,21.7195,6311.64686724,137085.8141330192
1609905600000,2021-01-06 04:00:00,FIL/USD,21.9135,22.6,21.6445,22.1532,27150.70206906,601474.9330763
1609819200000,2021-01-05 04:00:00,FIL/USD,21.054,22.3529,21.054,21.9135,11470.28156063,251354.01497886548
1609732800000,2021-01-04 04:00:00,FIL/USD,22.9408,23.0147,20.9662,21.054,39554.08811499,832771.7711729994
1609646400000,2021-01-03 04:00:00,FIL/USD,21.6906,22.9408,20.941,22.9408,31669.71363017,726528.566447004
1609560000000,2021-01-02 04:00:00,FIL/USD,22.7275,22.7698,21.3502,21.6906,9892.14427766,214566.544669012
1609473600000,2021-01-01 04:00:00,FIL/USD,24.283,24.3037,22.0531,22.7275,14810.0264065,336594.8751537287
1609387200000,2020-12-31 04:00:00,FIL/USD,21.2718,26.2409,21.17,24.283,82724.02386462,2008787.4715045677
1609300800000,2020-12-30 04:00:00,FIL/USD,21.4037,21.6885,21.0,21.2718,2969.31034036,63162.57569806984
1609214400000,2020-12-29 04:00:00,FIL/USD,21.428,21.8323,19.9689,21.4037,38607.96050668,826353.2042968267
1609128000000,2020-12-28 04:00:00,FIL/USD,22.6428,23.05,21.428,21.428,58727.74910607,1258418.207844868
1609041600000,2020-12-27 04:00:00,FIL/USD,23.2823,23.5309,22.2091,22.6428,37028.56176135,838430.3182498958
1608955200000,2020-12-26 04:00:00,FIL/USD,24.0516,24.0516,23.2,23.2823,5144.773133,119782.15151444588
1608868800000,2020-12-25 04:00:00,FIL/USD,23.2846,24.5,23.2846,24.0516,4318.00517754,103854.93332812106
1608782400000,2020-12-24 04:00:00,FIL/USD,22.8944,24.3276,22.1561,23.2846,5228.40355631,121741.28544725582
1608696000000,2020-12-23 04:00:00,FIL/USD,24.9586,24.9735,21.2912,22.8944,17328.55802248,396726.9387898661
1608609600000,2020-12-22 04:00:00,FIL/USD,24.4719,25.55,24.2056,24.9586,22484.304363,561176.7588743718
1608523200000,2020-12-21 04:00:00,FIL/USD,28.1367,28.1367,24.0322,24.4719,44844.8125817,1097437.7690181043
1608436800000,2020-12-20 04:00:00,FIL/USD,28.3888,28.4427,27.974,28.1367,7393.22278553,208020.89154962194
1608350400000,2020-12-19 04:00:00,FIL/USD,28.4695,28.8,28.15,28.3888,60303.1545652,1711934.1943205497
1608264000000,2020-12-18 04:00:00,FIL/USD,28.8,28.8279,28.0913,28.4695,61664.01688874,1755543.7288139835
1608177600000,2020-12-17 04:00:00,FIL/USD,28.64,28.8,28.434,28.8,2768.526849,79733.5732512
1608091200000,2020-12-16 04:00:00,FIL/USD,29.1779,29.5226,27.9988,28.64,21904.074101,627332.68225264
1608004800000,2020-12-15 04:00:00,FIL/USD,29.6166,29.6978,28.9877,29.1779,11109.35451188,324147.63501218345
1607918400000,2020-12-14 04:00:00,FIL/USD,30.0965,30.1226,29.0297,29.6166,20475.05440361,606401.4962499558
1607832000000,2020-12-13 04:00:00,FIL/USD,30.0751,30.3371,29.8854,30.0965,4322.68777068,130097.77249027061
1607745600000,2020-12-12 04:00:00,FIL/USD,30.3062,30.3271,29.9148,30.0751,2997.00537572,90135.23637531657
1607659200000,2020-12-11 04:00:00,FIL/USD,30.46,30.7002,29.5525,30.3062,25058.32349753,759422.5635808437
1607572800000,2020-12-10 04:00:00,FIL/USD,30.865,31.5985,29.65,30.46,696.139757,21204.41699822
1607486400000,2020-12-09 04:00:00,FIL/USD,29.7854,31.3919,29.7358,30.865,31018.99961109,957401.4229962928
1607400000000,2020-12-08 04:00:00,FIL/USD,30.5084,31.0429,29.3611,29.7854,22722.89937226,676810.646962513
1607313600000,2020-12-07 04:00:00,FIL/USD,29.646,33.0,28.5001,30.5084,80502.23040813,2455994.246183393
1607227200000,2020-12-06 04:00:00,FIL/USD,29.8174,29.9529,28.356,29.646,112774.16291231,3343302.8336983426
1607140800000,2020-12-05 04:00:00,FIL/USD,29.4,30.1432,29.3937,29.8174,6730.74464527,200693.30538587368
1607054400000,2020-12-04 04:00:00,FIL/USD,30.3325,30.3325,29.0146,29.4,3422.442828,100619.8191432
1606968000000,2020-12-03 04:00:00,FIL/USD,30.8695,30.8695,30.312,30.3325,10072.36233228,305519.93044388306
1606881600000,2020-12-02 04:00:00,FIL/USD,31.0579,31.2991,30.293,30.8695,24887.358654,768260.3179696529
1606795200000,2020-12-01 04:00:00,FIL/USD,30.4532,31.9001,29.8979,31.0579,22777.94196681,707435.0438109883
1606708800000,2020-11-30 04:00:00,FIL/USD,30.4576,30.864,30.1139,30.4532,13915.83394887,423781.6744117279
1606622400000,2020-11-29 04:00:00,FIL/USD,30.1389,30.5105,29.8,30.4576,5821.04347635,177295.01378527776
1606536000000,2020-11-28 04:00:00,FIL/USD,29.9356,30.3631,29.7787,30.1389,3037.07503869,91534.10088357404
1606449600000,2020-11-27 04:00:00,FIL/USD,30.0211,30.2598,29.3967,29.9356,12759.343175,381958.59354953
1606363200000,2020-11-26 04:00:00,FIL/USD,29.7843,30.8438,28.7852,30.0211,12449.955959,373761.37284073496
1606276800000,2020-11-25 04:00:00,FIL/USD,29.8169,35.2449,29.04,29.7843,73662.09992925,2193974.082922761
1606190400000,2020-11-24 04:00:00,FIL/USD,29.7501,30.8048,29.1638,29.8169,40517.68742792,1208111.8342695478
1606104000000,2020-11-23 04:00:00,FIL/USD,29.1318,30.092,28.8263,29.7501,25740.16753824,765772.5582793938
1606017600000,2020-11-22 04:00:00,FIL/USD,29.6792,29.6792,28.7089,29.1318,11737.12791586,341923.6630192503
1605931200000,2020-11-21 04:00:00,FIL/USD,29.0,31.0697,28.8213,29.6792,38407.84296122,1139914.0528146406
1605844800000,2020-11-20 04:00:00,FIL/USD,28.9655,29.9212,28.6701,29.0,51484.23054984,1493042.68594536
1605758400000,2020-11-19 04:00:00,FIL/USD,28.8444,29.2115,28.8444,28.9655,739.177342,21410.641299700997
1605672000000,2020-11-18 04:00:00,FIL/USD,28.8154,29.6914,27.4757,28.8444,18766.99134565,541322.6051704668
1605585600000,2020-11-17 04:00:00,FIL/USD,27.557,30.0117,27.557,28.8154,21394.47679279,616490.4065749609
1605499200000,2020-11-16 04:00:00,FIL/USD,27.5512,27.9376,27.2487,27.557,13930.052967,383870.46961161896
1605412800000,2020-11-15 04:00:00,FIL/USD,28.5144,28.8751,27.3,27.5512,16634.78308482,458308.23572649277
1605326400000,2020-11-14 04:00:00,FIL/USD,29.1756,29.2818,28.2882,28.5144,9995.52188081,285016.30911816866
1605240000000,2020-11-13 04:00:00,FIL/USD,29.8301,29.9024,29.014,29.1756,6960.55555519,203078.38465600135
1605153600000,2020-11-12 04:00:00,FIL/USD,30.2707,30.2707,28.8515,29.8301,3349.99144728,99930.57987150714
1605067200000,2020-11-11 04:00:00,FIL/USD,30.8423,31.0,29.6309,30.2707,13008.34095965,393771.5866872773
1604980800000,2020-11-10 04:00:00,FIL/USD,30.9937,31.1904,30.1337,30.8423,26100.60917008,805002.8182063584
1604894400000,2020-11-09 04:00:00,FIL/USD,30.6015,32.3485,30.408,30.9937,25099.14366933,777915.3291441132
1604808000000,2020-11-08 04:00:00,FIL/USD,30.5654,30.9109,30.298,30.6015,3525.44165416,107883.80277977724
1604721600000,2020-11-07 04:00:00,FIL/USD,32.4446,33.1946,29.0002,30.5654,28693.90639372,877040.7264866093
1604635200000,2020-11-06 04:00:00,FIL/USD,29.5225,33.3837,29.5225,32.4446,35076.86989062,1138055.0128532096
1604548800000,2020-11-05 04:00:00,FIL/USD,29.1814,30.5878,28.0,29.5225,17647.51342883,520998.7152026337
1604462400000,2020-11-04 04:00:00,FIL/USD,28.78,29.3116,28.3186,29.1814,22088.79485388,644581.9581490138
1604376000000,2020-11-03 04:00:00,FIL/USD,28.2137,28.9144,27.921,28.78,13654.77274293,392984.3595415254
1604289600000,2020-11-02 04:00:00,FIL/USD,31.0882,31.0882,28.1386,28.2137,27062.20268638,763524.8679327193
1604203200000,2020-11-01 04:00:00,FIL/USD,30.9164,31.8981,30.7766,31.0882,12895.88041343,400909.7094687946
1604116800000,2020-10-31 04:00:00,FIL/USD,29.3166,32.4564,28.5,30.9164,18260.39793678,564545.7667726651
1604030400000,2020-10-30 04:00:00,FIL/USD,29.7206,30.6312,28.64,29.3166,32969.2759703,966547.075910897
1603944000000,2020-10-29 04:00:00,FIL/USD,33.9704,33.9704,29.7206,29.7206,32110.74905132,954350.7282546612
1603857600000,2020-10-28 04:00:00,FIL/USD,34.5754,35.1809,32.7288,33.9704,28820.52269335,979044.6841021768
1603771200000,2020-10-27 04:00:00,FIL/USD,36.1724,36.4724,33.4948,34.5754,42866.0361733,1482110.347106317
1603684800000,2020-10-26 04:00:00,FIL/USD,38.1339,39.7753,32.1269,36.1724,71733.14578467,2594760.0425813976
1603598400000,2020-10-25 04:00:00,FIL/USD,28.5893,40.7049,28.3533,38.1339,83778.23061456,3194790.6684325696
1603512000000,2020-10-24 04:00:00,FIL/USD,23.1337,29.0804,23.1337,28.5893,56569.51581854,1617282.8585909856
1603425600000,2020-10-23 04:00:00,FIL/USD,24.1159,25.5645,20.6922,23.1337,127297.1389971,2944853.8244172125
1603339200000,2020-10-22 04:00:00,FIL/USD,25.9855,26.8814,22.7612,24.1159,42699.10986317,1029727.4635492214
1603252800000,2020-10-21 04:00:00,FIL/USD,31.0687,31.8601,25.3659,25.9855,35181.99658946,914221.7723754129
1603166400000,2020-10-20 04:00:00,FIL/USD,33.0096,33.0096,30.1697,31.0687,24166.10420241,750809.4416334155
1603080000000,2020-10-19 04:00:00,FIL/USD,31.0035,35.0439,30.172,33.0096,68250.81434193,2252932.0811013724
1602993600000,2020-10-18 04:00:00,FIL/USD,40.0821,40.9455,29.9845,31.0035,51932.18303294,1610079.4366617554
1602907200000,2020-10-17 04:00:00,FIL/USD,50.2521,50.2521,39.2215,40.0821,34547.20233667,1384724.4187786405
1602820800000,2020-10-16 04:00:00,FIL/USD,70.0572,70.0572,39.0,50.2521,62857.46892358,3158719.8140946347
1602734400000,2020-10-15 04:00:00,FIL/USD,0.0,120.0,0.0,70.0572,128469.23843442,9000195.130847847
