https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CRV,Volume USD
1616644800000,2021-03-25 04:00:00,CRV/USD,2.4745,2.7186,2.345,2.4626,246474.71704854,606968.6382037346
1616558400000,2021-03-24 04:00:00,CRV/USD,2.8692,2.9806,2.3311,2.4745,231692.77246451,573323.76546343
1616472000000,2021-03-23 04:00:00,CRV/USD,2.4132,3.2471,2.2593,2.8692,870336.50565798,2497169.5020338763
1616385600000,2021-03-22 04:00:00,CRV/USD,2.5808,2.6991,2.35,2.4132,389763.0273107,940576.1375061811
1616299200000,2021-03-21 04:00:00,CRV/USD,2.6465,2.6849,2.5064,2.5808,93004.49581963,240026.0028113011
1616212800000,2021-03-20 04:00:00,CRV/USD,2.893,2.9295,2.6072,2.6465,137953.6497948,365094.3341819382
1616126400000,2021-03-19 04:00:00,CRV/USD,2.6095,2.9713,2.6095,2.893,122242.31687577,353647.0227216026
1616040000000,2021-03-18 04:00:00,CRV/USD,2.4335,2.7933,2.4084,2.6095,473019.40485698,1234344.1369742895
1615953600000,2021-03-17 04:00:00,CRV/USD,2.4174,2.4928,2.2953,2.4335,261738.84958188,636941.490457505
1615867200000,2021-03-16 04:00:00,CRV/USD,2.1544,2.6152,2.1185,2.4174,634851.75093855,1534690.6227188508
1615780800000,2021-03-15 04:00:00,CRV/USD,2.1896,2.35,2.0431,2.1544,351429.94754389,757120.6789885565
1615694400000,2021-03-14 04:00:00,CRV/USD,2.307,2.3284,2.1168,2.1896,187896.82853297,411418.8957557911
1615608000000,2021-03-13 04:00:00,CRV/USD,2.0989,2.4076,2.071,2.307,347838.99112287,802464.552520461
1615521600000,2021-03-12 04:00:00,CRV/USD,2.1391,2.2304,1.968,2.0989,349185.38224594,732905.1987960035
1615435200000,2021-03-11 04:00:00,CRV/USD,2.177,2.218,2.1154,2.1391,66596.37898918,142456.31429575494
1615348800000,2021-03-10 04:00:00,CRV/USD,2.2499,2.3857,2.1246,2.177,219348.69053165,477522.09928740206
1615262400000,2021-03-09 04:00:00,CRV/USD,2.424,2.585,2.2256,2.2499,306974.0042207,690660.8120961529
1615176000000,2021-03-08 04:00:00,CRV/USD,2.1458,2.66,2.05,2.424,486156.15943797,1178442.5304776393
1615089600000,2021-03-07 04:00:00,CRV/USD,2.1238,2.2735,2.0471,2.1458,206916.21448132,444000.81303401646
1615003200000,2021-03-06 04:00:00,CRV/USD,2.1181,2.1419,1.9259,2.1238,148919.99631603,316276.2881759846
1614916800000,2021-03-05 04:00:00,CRV/USD,2.021,2.23,1.9631,2.1181,189792.43129895,401999.348734306
1614830400000,2021-03-04 04:00:00,CRV/USD,2.2904,2.2904,1.9516,2.021,208665.49178297,421712.95889338234
1614744000000,2021-03-03 04:00:00,CRV/USD,2.4507,2.571,2.2778,2.2904,312246.62891378,715169.6788641217
1614657600000,2021-03-02 04:00:00,CRV/USD,2.2765,2.6439,2.19,2.4507,504634.34844249,1236707.39772801
1614571200000,2021-03-01 04:00:00,CRV/USD,1.8077,2.49,1.7752,2.2765,239417.69386852,545034.3800916858
1614484800000,2021-02-28 04:00:00,CRV/USD,1.7974,2.0517,1.6286,1.8077,223847.87596986,404649.80539071595
1614398400000,2021-02-27 04:00:00,CRV/USD,2.0272,2.1175,1.759,1.7974,162623.26273899,292299.05244706065
1614312000000,2021-02-26 04:00:00,CRV/USD,2.0359,2.1074,1.8,2.0272,171390.52750317,347442.8773544262
1614225600000,2021-02-25 04:00:00,CRV/USD,2.1347,2.2379,1.9,2.0359,130758.59910567,266211.4319192335
1614139200000,2021-02-24 04:00:00,CRV/USD,2.32,2.3796,2.04,2.1347,374416.81524492,799267.5755033308
1614052800000,2021-02-23 04:00:00,CRV/USD,2.3196,2.3744,1.7281,2.32,443090.54838336,1027970.0722493951
1613966400000,2021-02-22 04:00:00,CRV/USD,2.7603,2.8049,2.16,2.3196,633677.23733958,1469877.7197328897
1613880000000,2021-02-21 04:00:00,CRV/USD,2.932,3.078,2.75,2.7603,198884.91778971,548982.0385749365
1613793600000,2021-02-20 04:00:00,CRV/USD,2.9587,3.25,2.7396,2.932,476553.83295724,1397255.8382306276
1613707200000,2021-02-19 04:00:00,CRV/USD,2.734,2.9587,2.5707,2.9587,396687.63415685,1173679.7031798721
1613620800000,2021-02-18 04:00:00,CRV/USD,2.9524,2.9524,2.6463,2.734,220970.74205447,604134.008776921
1613534400000,2021-02-17 04:00:00,CRV/USD,2.5989,3.0256,2.5065,2.9524,186087.67939747,549405.2646530904
1613448000000,2021-02-16 04:00:00,CRV/USD,2.7866,2.8539,2.55,2.5989,233935.92712435,607976.0810034733
1613361600000,2021-02-15 04:00:00,CRV/USD,2.6406,3.0193,2.5201,2.7866,296229.95229088,825474.3850537663
1613275200000,2021-02-14 04:00:00,CRV/USD,3.262,3.3116,2.1388,2.6406,284294.25392691,750707.4069193986
1613188800000,2021-02-13 04:00:00,CRV/USD,3.5294,3.5294,3.15,3.262,215032.81435205,701437.040416387
1613102400000,2021-02-12 04:00:00,CRV/USD,3.4213,3.5887,3.2235,3.5294,199233.02216788,703173.0284393156
1613016000000,2021-02-11 04:00:00,CRV/USD,3.1297,3.6098,3.1297,3.4213,229891.33847159,786527.2363128508
1612929600000,2021-02-10 04:00:00,CRV/USD,3.3716,3.43,2.9501,3.1297,239226.06578238,748705.8180791148
1612843200000,2021-02-09 04:00:00,CRV/USD,3.0411,3.3967,2.979,3.3716,214159.76166001,722061.0524128897
1612756800000,2021-02-08 04:00:00,CRV/USD,2.94,3.3,2.9,3.0411,241584.32738195,734682.0980012481
1612670400000,2021-02-07 04:00:00,CRV/USD,2.9876,3.0725,2.6384,2.94,213796.22331061,628560.8965331933
1612584000000,2021-02-06 04:00:00,CRV/USD,3.25,3.302,2.9137,2.9876,232762.38618121,695400.904954983
1612497600000,2021-02-05 04:00:00,CRV/USD,3.272,3.6574,3.0247,3.25,551489.99661283,1792342.4889916973
1612411200000,2021-02-04 04:00:00,CRV/USD,2.841,3.32,2.841,3.272,355523.5242664,1163272.971399661
1612324800000,2021-02-03 04:00:00,CRV/USD,2.4542,2.9,2.4238,2.841,647596.78536586,1839822.4672244084
1612238400000,2021-02-02 04:00:00,CRV/USD,2.7213,3.0,2.4377,2.4542,430269.09701101,1055966.4178844208
1612152000000,2021-02-01 04:00:00,CRV/USD,2.48,3.0488,2.2995,2.7213,457489.95984411,1244967.4277237765
1612065600000,2021-01-31 04:00:00,CRV/USD,3.1,4.5,2.32,2.48,642630.68978146,1593724.1106580207
1611979200000,2021-01-30 04:00:00,CRV/USD,1.9121,3.2999,1.8893,3.1,759055.48341873,2353071.998598063
1611892800000,2021-01-29 04:00:00,CRV/USD,2.0542,2.0885,1.8572,1.9121,239072.2391794,457130.0285349307
1611806400000,2021-01-28 04:00:00,CRV/USD,1.9734,2.1956,1.9734,2.0542,108598.87829072,223083.81578479699
1611720000000,2021-01-27 04:00:00,CRV/USD,1.9798,2.0103,1.7536,1.9734,143497.0782836,283177.13428485626
1611633600000,2021-01-26 04:00:00,CRV/USD,2.0333,2.1687,1.8211,1.9798,530874.81933219,1051025.9673138696
1611547200000,2021-01-25 04:00:00,CRV/USD,2.2073,2.2587,1.9818,2.0333,365680.11815256,743537.3842396004
1611460800000,2021-01-24 04:00:00,CRV/USD,2.12,2.3482,2.0045,2.2073,515446.92346538,1137745.9941651332
1611374400000,2021-01-23 04:00:00,CRV/USD,2.1597,2.3455,2.0874,2.12,303009.95940605,642381.113940826
1611288000000,2021-01-22 04:00:00,CRV/USD,1.7943,2.1772,1.7031,2.1597,494103.73460152,1067115.8356189027
1611201600000,2021-01-21 04:00:00,CRV/USD,1.5774,1.8503,1.3841,1.7943,125552.10182117,225278.13629772534
1611115200000,2021-01-20 04:00:00,CRV/USD,1.3155,1.6501,1.2583,1.5774,685174.4035946,1080794.104230122
1611028800000,2021-01-19 04:00:00,CRV/USD,1.5058,1.6099,1.3109,1.3155,456859.89672063,600999.1941359887
1610942400000,2021-01-18 04:00:00,CRV/USD,1.5554,1.6568,1.3965,1.5058,469664.12057021,707220.2327546222
1610856000000,2021-01-17 04:00:00,CRV/USD,1.4188,1.7957,1.2645,1.5554,637042.57608647,990856.0228448955
1610769600000,2021-01-16 04:00:00,CRV/USD,1.21,1.4888,1.0549,1.4188,620242.22228577,879999.6649790505
1610683200000,2021-01-15 04:00:00,CRV/USD,0.816,1.2696,0.816,1.21,1151153.75319294,1392896.0413634575
1610596800000,2021-01-14 04:00:00,CRV/USD,0.6865,0.859,0.6865,0.816,150062.93131831,122451.35195574096
1610510400000,2021-01-13 04:00:00,CRV/USD,0.6332,0.6968,0.6209,0.6865,194237.56850352,133344.09077766648
1610424000000,2021-01-12 04:00:00,CRV/USD,0.6477,0.6798,0.6036,0.6332,205690.20255975,130243.0362608337
1610337600000,2021-01-11 04:00:00,CRV/USD,0.6723,0.7249,0.5675,0.6477,286653.64248345,185665.5642365306
1610251200000,2021-01-10 04:00:00,CRV/USD,0.8046,0.8431,0.6346,0.6723,334788.73332408,225078.465413779
1610164800000,2021-01-09 04:00:00,CRV/USD,0.7513,0.8327,0.7125,0.8046,315586.5584503,253920.9449291114
1610078400000,2021-01-08 04:00:00,CRV/USD,0.6653,0.7513,0.6515,0.7513,274115.67195588,205943.10434045264
1609992000000,2021-01-07 04:00:00,CRV/USD,0.73,0.73,0.6291,0.6653,74602.76629823,49633.22041821242
1609905600000,2021-01-06 04:00:00,CRV/USD,0.7271,0.7861,0.6992,0.73,475466.23698148,347090.35299648036
1609819200000,2021-01-05 04:00:00,CRV/USD,0.6421,0.7305,0.627,0.7271,283162.77127899,205887.65099695363
1609732800000,2021-01-04 04:00:00,CRV/USD,0.7125,0.7307,0.585,0.6421,485413.78964259,311684.194329507
1609646400000,2021-01-03 04:00:00,CRV/USD,0.6325,0.7252,0.5943,0.7125,468643.64157306,333908.5946208053
1609560000000,2021-01-02 04:00:00,CRV/USD,0.5936,0.6393,0.5693,0.6325,215432.64570321,136261.14840728033
1609473600000,2021-01-01 04:00:00,CRV/USD,0.6652,0.6761,0.5757,0.5936,230183.17120208,136636.7304255547
1609387200000,2020-12-31 04:00:00,CRV/USD,0.5563,0.6772,0.5424,0.6652,277775.41811664,184776.20813118893
1609300800000,2020-12-30 04:00:00,CRV/USD,0.545,0.5994,0.5145,0.5563,471595.24978116,262348.4374532593
1609214400000,2020-12-29 04:00:00,CRV/USD,0.4624,0.5683,0.45,0.545,345118.12704615,188089.37924015176
1609128000000,2020-12-28 04:00:00,CRV/USD,0.4934,0.5224,0.4605,0.4624,110851.64218874,51257.79934807338
1609041600000,2020-12-27 04:00:00,CRV/USD,0.5012,0.5051,0.45,0.4934,97623.34945893,48167.36062303606
1608955200000,2020-12-26 04:00:00,CRV/USD,0.4788,0.5112,0.4581,0.5012,89468.22508444,44841.474412321324
1608868800000,2020-12-25 04:00:00,CRV/USD,0.4703,0.5309,0.4695,0.4788,186262.55858806,89182.51305196312
1608782400000,2020-12-24 04:00:00,CRV/USD,0.4257,0.52,0.4163,0.4703,197767.45556537,93010.03435239352
1608696000000,2020-12-23 04:00:00,CRV/USD,0.5465,0.5528,0.4216,0.4257,260235.79352436,110782.37730332006
1608609600000,2020-12-22 04:00:00,CRV/USD,0.5531,0.5732,0.5215,0.5465,148384.99967517,81092.4023224804
1608523200000,2020-12-21 04:00:00,CRV/USD,0.6243,0.6343,0.545,0.5531,276892.832294,153149.42554181142
1608436800000,2020-12-20 04:00:00,CRV/USD,0.658,0.6823,0.6077,0.6243,146974.35326648,91756.08874426346
1608350400000,2020-12-19 04:00:00,CRV/USD,0.6668,0.7017,0.6553,0.658,425273.52757241,279829.9811426458
1608264000000,2020-12-18 04:00:00,CRV/USD,0.6575,0.6878,0.6255,0.6668,251277.43807715,167551.7957098436
1608177600000,2020-12-17 04:00:00,CRV/USD,0.6286,0.695,0.6286,0.6575,68842.0113192,45263.622442374
1608091200000,2020-12-16 04:00:00,CRV/USD,0.612,0.665,0.6,0.6286,188700.28716721,118617.0005133082
1608004800000,2020-12-15 04:00:00,CRV/USD,0.6659,0.6659,0.6062,0.612,53285.52084832,32610.738759171836
1607918400000,2020-12-14 04:00:00,CRV/USD,0.6227,0.6659,0.5959,0.6659,103187.16956385,68712.33621256772
1607832000000,2020-12-13 04:00:00,CRV/USD,0.5783,0.6349,0.5783,0.6227,70665.90056756,44003.656283419616
1607745600000,2020-12-12 04:00:00,CRV/USD,0.5863,0.5996,0.5633,0.5783,16805.76586578,9718.774400180573
1607659200000,2020-12-11 04:00:00,CRV/USD,0.5713,0.5863,0.5386,0.5863,208038.75750408,121973.1235246421
1607572800000,2020-12-10 04:00:00,CRV/USD,0.6325,0.6325,0.5695,0.5713,9650.702042,5513.4460765946005
1607486400000,2020-12-09 04:00:00,CRV/USD,0.6185,0.64,0.588,0.6325,160098.12649774,101262.06500982055
1607400000000,2020-12-08 04:00:00,CRV/USD,0.7019,0.7129,0.6,0.6185,325317.2790816,201208.73711196962
1607313600000,2020-12-07 04:00:00,CRV/USD,0.6906,0.745,0.6888,0.7019,110595.97358569,77627.3138597958
1607227200000,2020-12-06 04:00:00,CRV/USD,0.7279,0.7319,0.6811,0.6906,39608.855942,27353.875913545202
1607140800000,2020-12-05 04:00:00,CRV/USD,0.6939,0.7457,0.6923,0.7279,118961.766002,86592.2694728558
1607054400000,2020-12-04 04:00:00,CRV/USD,0.7712,0.7712,0.6818,0.6939,37907.76189884,26304.195981605073
1606968000000,2020-12-03 04:00:00,CRV/USD,0.8184,0.8562,0.7712,0.7712,250908.70175278,193500.79079174393
1606881600000,2020-12-02 04:00:00,CRV/USD,0.7162,0.8256,0.7051,0.8184,273935.7830123,224189.04481726632
1606795200000,2020-12-01 04:00:00,CRV/USD,0.6882,0.7565,0.6349,0.7162,173738.02397604,124431.17277163985
1606708800000,2020-11-30 04:00:00,CRV/USD,0.7069,0.7069,0.6638,0.6882,130509.17547728,89816.4145634641
1606622400000,2020-11-29 04:00:00,CRV/USD,0.619,0.7069,0.5986,0.7069,92433.18234545,65341.0165999986
1606536000000,2020-11-28 04:00:00,CRV/USD,0.6218,0.6515,0.599,0.619,80756.46988427,49988.25485836313
1606449600000,2020-11-27 04:00:00,CRV/USD,0.5847,0.641,0.5467,0.6218,116366.4179319,72356.63867005541
1606363200000,2020-11-26 04:00:00,CRV/USD,0.5854,0.6245,0.525,0.5847,331311.42401058,193717.78961898613
1606276800000,2020-11-25 04:00:00,CRV/USD,0.6722,0.7472,0.5832,0.5854,324109.32892661,189733.60115363752
1606190400000,2020-11-24 04:00:00,CRV/USD,0.77,0.791,0.6665,0.6722,146056.69923952,98179.31322880535
1606104000000,2020-11-23 04:00:00,CRV/USD,0.7816,0.8049,0.7193,0.77,148563.23046196,114393.6874557092
1606017600000,2020-11-22 04:00:00,CRV/USD,0.8257,0.8312,0.708,0.7816,82205.83850699,64252.083377063376
1605931200000,2020-11-21 04:00:00,CRV/USD,0.8255,0.8965,0.8,0.8257,56096.73904529,46319.07742969595
1605844800000,2020-11-20 04:00:00,CRV/USD,0.8244,0.9524,0.7938,0.8255,132684.92171529,109531.4028759719
1605758400000,2020-11-19 04:00:00,CRV/USD,0.7738,0.8274,0.7738,0.8244,6588.36355129,5431.446911683476
1605672000000,2020-11-18 04:00:00,CRV/USD,0.8221,0.8221,0.7,0.7738,233905.34120477,180995.95302425104
1605585600000,2020-11-17 04:00:00,CRV/USD,0.8612,0.9043,0.815,0.8221,257440.86151434,211642.13225093894
1605499200000,2020-11-16 04:00:00,CRV/USD,0.7353,0.8954,0.7208,0.8612,147010.13282602,126605.12638976843
1605412800000,2020-11-15 04:00:00,CRV/USD,0.7204,0.836,0.6962,0.7353,164736.01372526,121130.39089218368
1605326400000,2020-11-14 04:00:00,CRV/USD,0.6792,0.7774,0.62,0.7204,184541.41142664,132943.63279175147
1605240000000,2020-11-13 04:00:00,CRV/USD,0.5874,0.69,0.55,0.6792,321997.35032812,218700.6003428591
1605153600000,2020-11-12 04:00:00,CRV/USD,0.5557,0.5978,0.5434,0.5874,29039.027511,17057.5247599614
1605067200000,2020-11-11 04:00:00,CRV/USD,0.6176,0.6465,0.5193,0.5557,513822.59080008,285531.21370760445
1604980800000,2020-11-10 04:00:00,CRV/USD,0.47,0.6176,0.4683,0.6176,747014.48429818,461356.145502556
1604894400000,2020-11-09 04:00:00,CRV/USD,0.4712,0.477,0.43,0.47,54950.19575881,25826.592006640698
1604808000000,2020-11-08 04:00:00,CRV/USD,0.4342,0.4949,0.4236,0.4712,273922.5207722,129072.29178786065
1604721600000,2020-11-07 04:00:00,CRV/USD,0.4695,0.5399,0.4038,0.4342,246413.43537185,106992.71363845727
1604635200000,2020-11-06 04:00:00,CRV/USD,0.3831,0.5012,0.381,0.4695,525828.97634055,246876.7043918882
1604548800000,2020-11-05 04:00:00,CRV/USD,0.3493,0.3832,0.3336,0.3831,110414.74297943,42299.88803541963
1604462400000,2020-11-04 04:00:00,CRV/USD,0.3611,0.3766,0.3333,0.3493,75381.78621737,26330.85792572734
1604376000000,2020-11-03 04:00:00,CRV/USD,0.3472,0.37,0.3443,0.3611,34263.38168681,12372.507127107088
1604289600000,2020-11-02 04:00:00,CRV/USD,0.4138,0.4148,0.3431,0.3472,124615.39106867,43266.46377904222
1604203200000,2020-11-01 04:00:00,CRV/USD,0.4073,0.4232,0.3936,0.4138,116926.9178736,48384.358616095684
1604116800000,2020-10-31 04:00:00,CRV/USD,0.3954,0.447,0.3954,0.4073,49741.91910933,20259.88365323011
1604030400000,2020-10-30 04:00:00,CRV/USD,0.3882,0.4136,0.3858,0.3954,154159.404528,60954.6285503712
1603944000000,2020-10-29 04:00:00,CRV/USD,0.5159,0.5159,0.3842,0.3882,251517.73243077,97639.18372962491
1603857600000,2020-10-28 04:00:00,CRV/USD,0.575,0.6039,0.4565,0.5159,527884.06768893,272335.390520719
1603771200000,2020-10-27 04:00:00,CRV/USD,0.4102,0.625,0.39,0.575,781502.86806085,449364.14913498866
1603684800000,2020-10-26 04:00:00,CRV/USD,0.3486,0.4398,0.3486,0.4102,293785.631068,120510.8658640936
1603598400000,2020-10-25 04:00:00,CRV/USD,0.3765,0.3765,0.3325,0.3486,73955.23403419,25780.794584318635
1603512000000,2020-10-24 04:00:00,CRV/USD,0.38,0.382,0.3599,0.3765,17097.523294,6437.2175201909995
1603425600000,2020-10-23 04:00:00,CRV/USD,0.4094,0.4094,0.3706,0.38,36717.09319234,13952.4954130892
1603339200000,2020-10-22 04:00:00,CRV/USD,0.3837,0.428,0.3837,0.4094,69215.370867,28336.772832949802
1603252800000,2020-10-21 04:00:00,CRV/USD,0.3693,0.4008,0.3619,0.3837,19103.8352321,7330.141578556769
1603166400000,2020-10-20 04:00:00,CRV/USD,0.3984,0.3984,0.3569,0.3693,134769.9836799,49770.554972987076
1603080000000,2020-10-19 04:00:00,CRV/USD,0.438,0.4381,0.3946,0.3984,29835.012107,11886.268823428798
1602993600000,2020-10-18 04:00:00,CRV/USD,0.4388,0.4752,0.438,0.438,12662.84158599,5546.32461466362
1602907200000,2020-10-17 04:00:00,CRV/USD,0.4291,0.4526,0.4291,0.4388,4805.24277959,2108.5405316840925
1602820800000,2020-10-16 04:00:00,CRV/USD,0.5065,0.5074,0.4265,0.4291,121066.0079019,51949.42399070528
1602734400000,2020-10-15 04:00:00,CRV/USD,0.4929,0.5129,0.4853,0.5065,23370.22760955,11837.020284237073
1602648000000,2020-10-14 04:00:00,CRV/USD,0.5459,0.5459,0.4801,0.4929,56436.546176,27817.5736101504
1602561600000,2020-10-13 04:00:00,CRV/USD,0.5633,0.5647,0.5348,0.5459,40905.353081,22330.2322469179
1602475200000,2020-10-12 04:00:00,CRV/USD,0.575,0.5963,0.5433,0.5633,26153.40663,14732.213954679002
1602388800000,2020-10-11 04:00:00,CRV/USD,0.5336,0.5776,0.5266,0.575,27605.79624243,15873.332839397248
1602302400000,2020-10-10 04:00:00,CRV/USD,0.6408,0.6408,0.5336,0.5336,128517.88966383,68577.14592461969
1602216000000,2020-10-09 04:00:00,CRV/USD,0.5553,0.6408,0.5295,0.6408,169216.08884917,108433.66973454814
1602129600000,2020-10-08 04:00:00,CRV/USD,0.5133,0.5823,0.5133,0.5553,79713.32937999,44264.81180470845
1602043200000,2020-10-07 04:00:00,CRV/USD,0.4754,0.5274,0.4596,0.5133,76781.57866412,39411.98432829279
1601956800000,2020-10-06 04:00:00,CRV/USD,0.6105,0.614,0.4618,0.4754,73080.6376326,34742.53513053804
1601870400000,2020-10-05 04:00:00,CRV/USD,0.7116,0.7116,0.6031,0.6105,21754.480422,13281.110297631001
1601784000000,2020-10-04 04:00:00,CRV/USD,0.7317,0.7317,0.6834,0.7116,14507.43011727,10323.487271449332
1601697600000,2020-10-03 04:00:00,CRV/USD,0.7666,0.8051,0.7177,0.7317,8262.87324138,6045.944350717747
1601611200000,2020-10-02 04:00:00,CRV/USD,0.875,0.875,0.7322,0.7666,23287.31154635,17852.053031431908
1601524800000,2020-10-01 04:00:00,CRV/USD,0.9679,0.9679,0.8354,0.875,15744.67325272,13776.58909613
1601438400000,2020-09-30 04:00:00,CRV/USD,0.9249,0.9679,0.9154,0.9679,9981.83676339,9661.41980328518
1601352000000,2020-09-29 04:00:00,CRV/USD,1.0187,1.0187,0.9121,0.9249,34811.04411607,32196.734702953145
1601265600000,2020-09-28 04:00:00,CRV/USD,1.0439,1.0992,0.9938,1.0187,18451.63538766,18796.68096940924
1601179200000,2020-09-27 04:00:00,CRV/USD,1.1232,1.1232,0.991,1.0439,19291.09220274,20137.971150440288
1601092800000,2020-09-26 04:00:00,CRV/USD,0.9988,1.1421,0.9838,1.1232,124254.84172553,139563.03822611528
1601006400000,2020-09-25 04:00:00,CRV/USD,0.0,1.0445,0.0,0.9988,66259.01871586,66179.50789340097
