https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume COMP,Volume USD
1630641600000,2021-09-03 04:00:00,COMP/USD,473.24,480.51,459.56,470.25,1096.01458657,515400.8593345425
1630555200000,2021-09-02 04:00:00,COMP/USD,468.87,479.89,455.72,473.24,1251.69638743,592352.7983873732
1630468800000,2021-09-01 04:00:00,COMP/USD,443.19,485.11,443.19,468.87,668.6314493,313501.227633291
1630382400000,2021-08-31 04:00:00,COMP/USD,425.37,449.66,422.68,443.19,3645.05711226,1615452.8615825095
1630296000000,2021-08-30 04:00:00,COMP/USD,410.72,452.93,405.67,425.37,3052.9741129,1298643.598404273
1630209600000,2021-08-29 04:00:00,COMP/USD,405.61,424.46,400.0,410.72,1164.95473818,478470.21006528963
1630123200000,2021-08-28 04:00:00,COMP/USD,419.78,427.21,405.61,405.61,214.11978629,86849.1265170869
1630036800000,2021-08-27 04:00:00,COMP/USD,397.42,425.81,390.75,419.78,1118.94213802,469709.53069803555
1629950400000,2021-08-26 04:00:00,COMP/USD,416.5,421.41,380.0,397.42,1859.93752405,739176.3708079511
1629864000000,2021-08-25 04:00:00,COMP/USD,425.7,438.21,416.5,416.5,241.98481403,100786.675043495
1629777600000,2021-08-24 04:00:00,COMP/USD,464.75,469.85,414.56,425.7,795.71538684,338736.04017778795
1629691200000,2021-08-23 04:00:00,COMP/USD,465.36,484.79,457.24,464.75,1828.66258221,849870.9350820975
1629604800000,2021-08-22 04:00:00,COMP/USD,463.63,482.54,447.46,465.36,1018.57058074,474002.0054531664
1629518400000,2021-08-21 04:00:00,COMP/USD,470.94,482.11,456.72,463.63,954.99483218,442764.2540436134
1629432000000,2021-08-20 04:00:00,COMP/USD,453.73,492.45,453.0,470.94,1213.11963964,571306.5630920617
1629345600000,2021-08-19 04:00:00,COMP/USD,422.85,463.07,419.8,453.73,610.06464494,276804.6313486262
1629259200000,2021-08-18 04:00:00,COMP/USD,436.17,460.1,421.0,422.85,651.37785072,275435.124176952
1629172800000,2021-08-17 04:00:00,COMP/USD,485.25,516.55,420.68,436.17,1936.6519844,844709.496035748
1629086400000,2021-08-16 04:00:00,COMP/USD,489.66,528.91,458.43,485.25,2052.15381107,995807.6368217174
1629000000000,2021-08-15 04:00:00,COMP/USD,468.29,502.86,448.7,489.66,2159.56913269,1057454.6215129856
1628913600000,2021-08-14 04:00:00,COMP/USD,481.16,483.03,456.54,468.29,610.32042407,285806.95138774026
1628827200000,2021-08-13 04:00:00,COMP/USD,457.63,485.54,455.51,481.16,1683.44164844,810004.7835633905
1628740800000,2021-08-12 04:00:00,COMP/USD,475.69,478.21,441.13,457.63,1422.87756927,651151.4620250302
1628654400000,2021-08-11 04:00:00,COMP/USD,478.36,497.88,464.23,475.69,1674.87904729,796723.21400538
1628568000000,2021-08-10 04:00:00,COMP/USD,474.93,483.46,459.8,478.36,966.38384768,462279.3773762048
1628481600000,2021-08-09 04:00:00,COMP/USD,460.0,488.08,453.0,474.93,762.25555103,362018.0288506779
1628395200000,2021-08-08 04:00:00,COMP/USD,497.2,504.83,446.0,460.0,774.55491777,356295.2621742
1628308800000,2021-08-07 04:00:00,COMP/USD,474.88,512.15,473.0,497.2,772.58845978,384130.982202616
1628222400000,2021-08-06 04:00:00,COMP/USD,455.62,485.08,450.69,474.88,784.17273503,372387.9484110464
1628136000000,2021-08-05 04:00:00,COMP/USD,455.43,494.86,438.03,455.62,1085.0071623,494350.963287126
1628049600000,2021-08-04 04:00:00,COMP/USD,396.59,472.89,396.59,455.43,573.21578735,261059.66603281052
1627963200000,2021-08-03 04:00:00,COMP/USD,395.67,400.24,385.72,396.59,478.66894376,189835.31640577837
1627876800000,2021-08-02 04:00:00,COMP/USD,399.82,426.43,391.58,395.67,1066.89045249,422136.54533671826
1627790400000,2021-08-01 04:00:00,COMP/USD,416.4,425.0,392.88,399.82,623.11948137,249135.6310413534
1627704000000,2021-07-31 04:00:00,COMP/USD,403.27,416.4,394.0,416.4,422.91199315,176100.55394766
1627617600000,2021-07-30 04:00:00,COMP/USD,402.55,408.0,382.91,403.27,537.56553829,216784.05462620826
1627531200000,2021-07-29 04:00:00,COMP/USD,382.77,409.99,382.06,402.55,792.94620682,319200.495555391
1627444800000,2021-07-28 04:00:00,COMP/USD,389.58,391.95,379.82,382.77,123.07524858,47109.5128989666
1627358400000,2021-07-27 04:00:00,COMP/USD,383.1,407.37,377.1,389.58,1651.72430987,643478.7566391546
1627272000000,2021-07-26 04:00:00,COMP/USD,417.05,437.44,375.74,383.1,2517.91939973,964614.922036563
1627185600000,2021-07-25 04:00:00,COMP/USD,401.4,417.06,370.31,417.05,2031.43819641,847211.2998127906
1627099200000,2021-07-24 04:00:00,COMP/USD,415.57,428.69,395.72,401.4,1970.99470435,791157.2743260899
1627012800000,2021-07-23 04:00:00,COMP/USD,416.25,422.95,386.29,415.57,1119.84853087,465375.4539736459
1626926400000,2021-07-22 04:00:00,COMP/USD,377.78,427.08,371.43,416.25,2868.38859625,1193966.7531890625
1626840000000,2021-07-21 04:00:00,COMP/USD,361.12,388.95,361.12,377.78,1072.65800377,405228.7406642306
1626753600000,2021-07-20 04:00:00,COMP/USD,314.5,364.1,310.32,361.12,1511.85146305,545959.800336616
1626667200000,2021-07-19 04:00:00,COMP/USD,372.73,377.2,314.48,314.5,1663.7764455,523257.69210974994
1626580800000,2021-07-18 04:00:00,COMP/USD,393.05,395.11,370.0,372.73,677.53665662,252538.23802197262
1626494400000,2021-07-17 04:00:00,COMP/USD,373.77,397.72,368.6,393.05,1218.82415501,479058.8341266805
1626408000000,2021-07-16 04:00:00,COMP/USD,406.09,410.19,365.69,373.77,2142.67149949,800866.3263643772
1626321600000,2021-07-15 04:00:00,COMP/USD,412.17,431.51,391.95,406.09,1675.25259906,680303.3279522754
1626235200000,2021-07-14 04:00:00,COMP/USD,365.67,429.16,365.67,412.17,1454.93773192,599681.6849654664
1626148800000,2021-07-13 04:00:00,COMP/USD,413.28,417.62,360.0,365.67,866.75721613,316947.1112222571
1626062400000,2021-07-12 04:00:00,COMP/USD,442.78,442.78,402.31,413.28,707.10087327,292230.64890502556
1625976000000,2021-07-11 04:00:00,COMP/USD,416.59,457.2,415.09,442.78,1185.72624105,525015.865012119
1625889600000,2021-07-10 04:00:00,COMP/USD,437.97,448.07,409.42,416.59,1177.65163853,490597.8960952126
1625803200000,2021-07-09 04:00:00,COMP/USD,403.79,449.0,386.78,437.97,1050.18843576,459951.0292098072
1625716800000,2021-07-08 04:00:00,COMP/USD,429.31,445.23,390.48,403.79,1330.45320969,537223.7015407251
1625630400000,2021-07-07 04:00:00,COMP/USD,487.49,492.26,425.38,429.31,1628.9411301,699320.716563231
1625544000000,2021-07-06 04:00:00,COMP/USD,503.16,529.79,464.93,487.49,2393.36270359,1166740.384373089
1625457600000,2021-07-05 04:00:00,COMP/USD,437.1,517.92,414.19,503.16,4488.69234579,2258530.4407076966
1625371200000,2021-07-04 04:00:00,COMP/USD,378.54,464.36,378.16,437.1,4622.17482325,2020352.6152425753
1625284800000,2021-07-03 04:00:00,COMP/USD,367.5,386.14,365.31,378.54,1164.2060663,440698.564337202
1625198400000,2021-07-02 04:00:00,COMP/USD,314.48,377.48,307.61,367.5,6826.46850279,2508727.1747753248
1625112000000,2021-07-01 04:00:00,COMP/USD,341.64,355.61,313.07,314.48,2623.81761299,825138.1629330952
1625025600000,2021-06-30 04:00:00,COMP/USD,304.12,352.13,285.76,341.64,1874.38480319,640364.8241618315
1624939200000,2021-06-29 04:00:00,COMP/USD,314.7,329.97,303.42,304.12,1394.53820525,424106.95898063
1624852800000,2021-06-28 04:00:00,COMP/USD,250.69,324.37,249.52,314.7,7046.34032402,2217483.299969094
1624766400000,2021-06-27 04:00:00,COMP/USD,234.34,258.01,228.49,250.69,1125.59525022,282175.4732776518
1624680000000,2021-06-26 04:00:00,COMP/USD,225.18,235.01,211.54,234.34,1085.06562085,254274.27758998898
1624593600000,2021-06-25 04:00:00,COMP/USD,232.24,261.46,218.97,225.18,1299.83626691,292697.1305827938
1624507200000,2021-06-24 04:00:00,COMP/USD,232.24,232.24,232.24,232.24,0.0,0.0
1624420800000,2021-06-23 04:00:00,COMP/USD,258.39,258.71,229.0,232.24,801.59884434,186163.3156095216
1624334400000,2021-06-22 04:00:00,COMP/USD,238.91,262.2,196.71,258.39,3302.06715604,853221.1324491756
1624248000000,2021-06-21 04:00:00,COMP/USD,273.99,273.99,216.81,238.91,1885.39207755,450439.0212474705
1624161600000,2021-06-20 04:00:00,COMP/USD,275.0,299.54,261.61,273.99,1161.43820774,318222.45453868265
1624075200000,2021-06-19 04:00:00,COMP/USD,272.94,286.91,271.39,275.0,787.51848507,216567.58339425
1623988800000,2021-06-18 04:00:00,COMP/USD,302.54,308.26,266.19,272.94,1172.80273302,320104.7779504788
1623902400000,2021-06-17 04:00:00,COMP/USD,317.36,323.64,296.39,302.54,1221.53162896,369562.17902555846
1623816000000,2021-06-16 04:00:00,COMP/USD,319.09,319.09,301.99,317.36,71.42379248,22667.054781452804
1623729600000,2021-06-15 04:00:00,COMP/USD,333.51,349.17,316.2,319.09,687.68177685,219432.3781750665
1623643200000,2021-06-14 04:00:00,COMP/USD,319.25,342.6,317.77,333.51,1297.60830481,432765.34573718306
1623556800000,2021-06-13 04:00:00,COMP/USD,288.7,333.7,285.43,319.25,1106.9413832,353391.0365866
1623470400000,2021-06-12 04:00:00,COMP/USD,287.7,310.0,280.46,288.7,598.55523674,172802.896846838
1623384000000,2021-06-11 04:00:00,COMP/USD,327.22,329.48,280.0,287.7,1176.27250031,338413.598339187
1623297600000,2021-06-10 04:00:00,COMP/USD,355.67,358.98,318.0,327.22,2959.61159525,968444.106197705
1623211200000,2021-06-09 04:00:00,COMP/USD,335.63,379.58,335.63,355.67,395.86042795,140795.6784089765
1623124800000,2021-06-08 04:00:00,COMP/USD,331.68,353.5,308.81,335.63,2494.62306058,837270.3378224655
1623038400000,2021-06-07 04:00:00,COMP/USD,394.72,411.93,322.69,331.68,1720.2685964,570578.688053952
1622952000000,2021-06-06 04:00:00,COMP/USD,385.51,397.43,377.8,394.72,385.17437312,152036.02855792642
1622865600000,2021-06-05 04:00:00,COMP/USD,411.44,417.73,377.57,385.51,1242.47879659,478988.0008734109
1622779200000,2021-06-04 04:00:00,COMP/USD,427.27,428.05,385.42,411.44,752.46489806,309594.1576578064
1622692800000,2021-06-03 04:00:00,COMP/USD,438.15,452.46,416.44,427.27,585.56897083,250196.0541665341
1622606400000,2021-06-02 04:00:00,COMP/USD,423.56,459.72,421.29,438.15,673.97537265,295302.3095265975
1622520000000,2021-06-01 04:00:00,COMP/USD,418.64,436.4,408.83,423.56,973.79077196,412458.81937137764
1622433600000,2021-05-31 04:00:00,COMP/USD,391.02,439.52,382.7,418.64,1638.05316405,685754.576597892
1622347200000,2021-05-30 04:00:00,COMP/USD,358.37,423.44,356.84,391.02,2690.70015782,1052117.5757107765
1622260800000,2021-05-29 04:00:00,COMP/USD,394.8,405.21,335.0,358.37,4074.1767467,1460062.720714879
1622174400000,2021-05-28 04:00:00,COMP/USD,417.0,417.78,356.83,394.8,2845.53064804,1123415.499846192
1622088000000,2021-05-27 04:00:00,COMP/USD,419.05,445.0,408.98,417.0,363.10143861,151413.29990037
1622001600000,2021-05-26 04:00:00,COMP/USD,431.14,464.88,413.15,419.05,2649.0009347,1110063.841686035
1621915200000,2021-05-25 04:00:00,COMP/USD,394.67,436.26,369.13,431.14,2766.45210054,1192728.1586268155
1621828800000,2021-05-24 04:00:00,COMP/USD,358.12,440.62,342.36,394.67,3672.75618816,1449526.6847811074
1621742400000,2021-05-23 04:00:00,COMP/USD,386.47,393.91,268.0,358.12,4826.74983046,1728555.6492843353
1621656000000,2021-05-22 04:00:00,COMP/USD,415.12,427.67,372.6,386.47,2457.46022688,949734.6538823136
1621569600000,2021-05-21 04:00:00,COMP/USD,564.07,564.07,380.43,415.12,1185.41600685,492089.89276357205
1621483200000,2021-05-20 04:00:00,COMP/USD,485.41,585.55,482.0,564.07,2398.97120689,1353187.6886704424
1621396800000,2021-05-19 04:00:00,COMP/USD,624.85,626.43,355.0,485.41,14052.38557642,6821168.482650032
1621310400000,2021-05-18 04:00:00,COMP/USD,705.82,725.86,617.99,624.85,1680.65494717,1050157.2437391744
1621224000000,2021-05-17 04:00:00,COMP/USD,623.13,717.4,612.25,705.82,2194.18710763,1548701.1443074066
1621137600000,2021-05-16 04:00:00,COMP/USD,719.0,733.74,620.0,623.13,1014.71215718,632297.5865035733
1621051200000,2021-05-15 04:00:00,COMP/USD,767.94,773.27,686.0,719.0,887.87577742,638382.68396498
1620964800000,2021-05-14 04:00:00,COMP/USD,771.18,821.81,747.05,767.94,1564.10068072,1201135.4767521168
1620878400000,2021-05-13 04:00:00,COMP/USD,758.16,796.78,738.63,771.18,539.31520345,415909.09859657096
1620792000000,2021-05-12 04:00:00,COMP/USD,892.71,892.71,693.0,758.16,3968.33085458,3008629.7207083725
1620705600000,2021-05-11 04:00:00,COMP/USD,779.56,913.13,779.56,892.71,2955.22602858,2638159.8279736517
1620619200000,2021-05-10 04:00:00,COMP/USD,790.7,821.41,714.3,779.56,1510.3662145,1177421.0861756199
1620532800000,2021-05-09 04:00:00,COMP/USD,751.64,792.7,734.36,790.7,435.82910243,344610.071291401
1620446400000,2021-05-08 04:00:00,COMP/USD,719.0,800.98,718.76,751.64,1180.75547791,887503.0474162725
1620360000000,2021-05-07 04:00:00,COMP/USD,711.36,744.64,693.3,719.0,1375.81755726,989212.82366994
1620273600000,2021-05-06 04:00:00,COMP/USD,778.12,778.12,702.06,711.36,1263.09944817,898518.4234502112
1620187200000,2021-05-05 04:00:00,COMP/USD,751.27,803.5,732.21,778.12,868.88290825,676095.1685674901
1620100800000,2021-05-04 04:00:00,COMP/USD,797.34,835.94,726.84,751.27,1514.38072035,1137708.8037773445
1620014400000,2021-05-03 04:00:00,COMP/USD,819.91,842.08,777.16,797.34,1881.16040686,1499924.4388057524
1619928000000,2021-05-02 04:00:00,COMP/USD,798.6,878.92,785.73,819.91,1315.9409686,1078953.159564826
1619841600000,2021-05-01 04:00:00,COMP/USD,744.33,832.75,738.56,798.6,1565.29524662,1250044.783950732
1619755200000,2021-04-30 04:00:00,COMP/USD,640.79,779.6,640.79,744.33,1308.45192029,973920.0178294558
1619668800000,2021-04-29 04:00:00,COMP/USD,639.4,683.04,635.99,640.79,520.14791732,333305.5839394828
1619582400000,2021-04-28 04:00:00,COMP/USD,630.0,681.42,609.32,639.4,1179.04766164,753883.074852616
1619496000000,2021-04-27 04:00:00,COMP/USD,662.28,690.21,630.0,630.0,1495.40891667,942107.6175021001
1619409600000,2021-04-26 04:00:00,COMP/USD,590.43,670.66,590.43,662.28,1486.31360346,984355.7732994887
1619323200000,2021-04-25 04:00:00,COMP/USD,544.7,595.0,524.35,590.43,1839.82688532,1086288.9878994876
1619236800000,2021-04-24 04:00:00,COMP/USD,588.36,599.61,544.7,544.7,1304.48663088,710553.867840336
1619150400000,2021-04-23 04:00:00,COMP/USD,505.41,662.3,445.39,588.36,5471.28847585,3219087.2876511062
1619064000000,2021-04-22 04:00:00,COMP/USD,520.93,594.58,456.72,505.41,1819.89189375,919791.5620201875
1618977600000,2021-04-21 04:00:00,COMP/USD,482.46,538.9,446.6,520.93,1738.46758938,905619.9213357233
1618891200000,2021-04-20 04:00:00,COMP/USD,441.14,498.2,424.89,482.46,1450.02810084,699580.5575312664
1618804800000,2021-04-19 04:00:00,COMP/USD,510.29,516.55,427.09,441.14,2911.73891372,1284484.5043984407
1618718400000,2021-04-18 04:00:00,COMP/USD,463.89,513.68,442.06,510.29,2947.27482757,1503964.8717606955
1618632000000,2021-04-17 04:00:00,COMP/USD,585.68,595.23,420.96,463.89,2992.7016233,1388284.356032637
1618545600000,2021-04-16 04:00:00,COMP/USD,559.91,609.47,559.91,585.68,2330.33969092,1364833.3501780254
1618459200000,2021-04-15 04:00:00,COMP/USD,511.55,592.5,502.34,559.91,3543.33199225,1983947.0157806973
1618372800000,2021-04-14 04:00:00,COMP/USD,492.61,512.0,450.72,511.55,1641.93892299,839933.8560555346
1618286400000,2021-04-13 04:00:00,COMP/USD,464.81,496.58,445.61,492.61,1460.50307229,719458.418440777
1618200000000,2021-04-12 04:00:00,COMP/USD,457.0,471.05,435.47,464.81,2013.0664197,935693.4025407571
1618113600000,2021-04-11 04:00:00,COMP/USD,446.87,467.08,440.16,457.0,406.72288517,185872.35852269
1618027200000,2021-04-10 04:00:00,COMP/USD,459.92,460.99,435.0,446.87,1028.76038616,459722.15376331925
1617940800000,2021-04-09 04:00:00,COMP/USD,453.09,466.94,448.86,459.92,960.5201803,441762.44132357603
1617854400000,2021-04-08 04:00:00,COMP/USD,452.88,473.43,448.62,453.09,232.80506415,105481.64651572349
1617768000000,2021-04-07 04:00:00,COMP/USD,478.6,495.0,436.03,452.88,2028.77046762,918789.5693757456
1617681600000,2021-04-06 04:00:00,COMP/USD,514.98,517.53,473.04,478.6,791.14470163,378641.854200118
1617595200000,2021-04-05 04:00:00,COMP/USD,523.8,529.12,504.0,514.98,1245.48449889,641399.6072383722
1617508800000,2021-04-04 04:00:00,COMP/USD,492.35,562.68,490.44,523.8,2057.12530558,1077522.2350628038
1617422400000,2021-04-03 04:00:00,COMP/USD,487.5,494.67,465.89,492.35,845.22822789,416148.11800164153
1617336000000,2021-04-02 04:00:00,COMP/USD,449.08,499.0,448.64,487.5,1185.78684169,578071.0853238751
1617249600000,2021-04-01 04:00:00,COMP/USD,426.79,463.42,424.75,449.08,1754.0248811,787697.493604388
1617163200000,2021-03-31 04:00:00,COMP/USD,392.97,435.0,383.75,426.79,2063.05581249,880491.590212607
1617076800000,2021-03-30 04:00:00,COMP/USD,413.66,419.8,391.86,392.97,573.93003752,225537.28684423442
1616990400000,2021-03-29 04:00:00,COMP/USD,364.06,422.0,361.49,413.66,898.16548052,371535.1326719032
1616904000000,2021-03-28 04:00:00,COMP/USD,369.37,372.56,356.44,364.06,436.08537692,158761.2423214952
1616817600000,2021-03-27 04:00:00,COMP/USD,365.27,371.48,352.13,369.37,385.80785007,142505.8455803559
1616731200000,2021-03-26 04:00:00,COMP/USD,374.41,378.65,363.73,365.27,440.52695025,160911.2791178175
1616644800000,2021-03-25 04:00:00,COMP/USD,340.48,376.27,337.45,374.41,901.42972399,337504.3029590959
1616558400000,2021-03-24 04:00:00,COMP/USD,363.4,386.68,331.04,340.48,796.02070597,271029.1299686656
1616472000000,2021-03-23 04:00:00,COMP/USD,378.87,395.0,354.43,363.4,574.22183947,208672.21646339798
1616385600000,2021-03-22 04:00:00,COMP/USD,406.2,425.55,373.88,378.87,2034.37231321,770762.6383058727
1616299200000,2021-03-21 04:00:00,COMP/USD,421.79,421.79,397.39,406.2,862.25527397,350248.092286614
1616212800000,2021-03-20 04:00:00,COMP/USD,436.64,436.82,405.0,421.79,619.23976417,261189.1401292643
1616126400000,2021-03-19 04:00:00,COMP/USD,429.26,447.36,429.26,436.64,266.01353206,116152.1486386784
1616040000000,2021-03-18 04:00:00,COMP/USD,433.78,450.77,421.0,429.26,382.13656575,164035.942213845
1615953600000,2021-03-17 04:00:00,COMP/USD,423.97,440.11,420.0,433.78,447.46476677,194101.2665294906
1615867200000,2021-03-16 04:00:00,COMP/USD,425.64,441.31,422.89,423.97,286.42329101,121434.88268950972
1615780800000,2021-03-15 04:00:00,COMP/USD,449.29,449.29,417.64,425.64,962.75656454,409787.70413080556
1615694400000,2021-03-14 04:00:00,COMP/USD,459.71,459.71,434.59,449.29,1169.93532064,525640.2402103457
1615608000000,2021-03-13 04:00:00,COMP/USD,429.03,469.88,428.37,459.71,1276.61433124,586872.3742143404
1615521600000,2021-03-12 04:00:00,COMP/USD,463.87,464.49,413.25,429.03,1458.8184524,625876.880633172
1615435200000,2021-03-11 04:00:00,COMP/USD,471.61,474.99,458.91,463.87,187.27810149,86872.6929381663
1615348800000,2021-03-10 04:00:00,COMP/USD,471.83,490.49,450.55,471.61,877.66735193,413916.6998437073
1615262400000,2021-03-09 04:00:00,COMP/USD,478.72,505.11,469.9,471.83,1361.76903346,642523.4830574318
1615176000000,2021-03-08 04:00:00,COMP/USD,478.92,488.55,461.32,478.72,1228.21395419,587970.5841498369
1615089600000,2021-03-07 04:00:00,COMP/USD,485.54,492.39,470.0,478.92,1194.67209546,572152.3599577033
1615003200000,2021-03-06 04:00:00,COMP/USD,481.0,512.8,469.16,485.54,1198.2296876,581788.4425173041
1614916800000,2021-03-05 04:00:00,COMP/USD,456.52,492.25,445.0,481.0,597.82102216,287551.91165896
1614830400000,2021-03-04 04:00:00,COMP/USD,482.12,493.07,443.72,456.52,392.27208243,179080.0510709436
1614744000000,2021-03-03 04:00:00,COMP/USD,497.41,518.43,481.67,482.12,935.8988989,451215.577137668
1614657600000,2021-03-02 04:00:00,COMP/USD,502.84,534.65,479.99,497.41,1766.44009427,878644.9672908407
1614571200000,2021-03-01 04:00:00,COMP/USD,413.32,511.99,408.48,502.84,2879.16346302,1447758.5557449767
1614484800000,2021-02-28 04:00:00,COMP/USD,374.0,423.5,350.0,413.32,1068.97070995,441826.97383653396
1614398400000,2021-02-27 04:00:00,COMP/USD,417.1,431.58,371.0,374.0,531.24478885,198685.55102989997
1614312000000,2021-02-26 04:00:00,COMP/USD,400.27,423.44,370.0,417.1,1882.12269497,785033.3760719871
1614225600000,2021-02-25 04:00:00,COMP/USD,449.68,449.68,380.0,400.27,1597.93410926,639605.0859135002
1614139200000,2021-02-24 04:00:00,COMP/USD,421.96,460.71,410.58,449.68,1557.81504285,700518.268468788
1614052800000,2021-02-23 04:00:00,COMP/USD,397.77,422.5,324.55,421.96,3986.98990847,1682350.2617780012
1613966400000,2021-02-22 04:00:00,COMP/USD,437.6,468.88,371.12,397.77,4622.05373073,1838514.312472472
1613880000000,2021-02-21 04:00:00,COMP/USD,454.36,469.14,430.29,437.6,1077.5246104,471524.76951104
1613793600000,2021-02-20 04:00:00,COMP/USD,451.36,505.52,434.58,454.36,5907.44149334,2684105.1169139626
1613707200000,2021-02-19 04:00:00,COMP/USD,450.98,480.0,437.57,451.36,3045.75269824,1374730.9378776064
1613620800000,2021-02-18 04:00:00,COMP/USD,472.8,472.8,437.18,450.98,371.47215458,167526.5122724884
1613534400000,2021-02-17 04:00:00,COMP/USD,437.69,480.0,414.63,472.8,2231.24996145,1054934.98177356
1613448000000,2021-02-16 04:00:00,COMP/USD,496.43,504.8,434.58,437.69,608.11830351,266167.3002632919
1613361600000,2021-02-15 04:00:00,COMP/USD,438.9,506.18,413.51,496.43,1712.04784932,849911.9138379276
1613275200000,2021-02-14 04:00:00,COMP/USD,505.0,511.54,401.11,438.9,2639.02717572,1158269.0274235078
1613188800000,2021-02-13 04:00:00,COMP/USD,546.51,556.03,496.95,505.0,1315.84233284,664500.3780842
1613102400000,2021-02-12 04:00:00,COMP/USD,496.0,573.36,483.19,546.51,2716.53645608,1484614.3386122808
1613016000000,2021-02-11 04:00:00,COMP/USD,477.77,523.92,477.77,496.0,1477.95557151,733065.96346896
1612929600000,2021-02-10 04:00:00,COMP/USD,514.52,528.0,443.01,477.77,3854.56466789,1841595.3613778052
1612843200000,2021-02-09 04:00:00,COMP/USD,446.45,514.52,442.67,514.52,2314.58568667,1190900.6275054484
1612756800000,2021-02-08 04:00:00,COMP/USD,453.6,497.06,436.48,446.45,4072.42138071,1818132.5254179793
1612670400000,2021-02-07 04:00:00,COMP/USD,445.92,469.96,394.21,453.6,2943.32285777,1335091.2482844722
1612584000000,2021-02-06 04:00:00,COMP/USD,468.15,485.11,441.71,445.92,2624.15241884,1170162.0466091328
1612497600000,2021-02-05 04:00:00,COMP/USD,477.67,554.99,452.05,468.15,7885.07745571,3691399.0108906366
1612411200000,2021-02-04 04:00:00,COMP/USD,388.67,498.86,388.67,477.67,3002.13376572,1434029.2358714726
1612324800000,2021-02-03 04:00:00,COMP/USD,348.78,425.8,341.99,388.67,4577.27550032,1779049.6687093745
1612238400000,2021-02-02 04:00:00,COMP/USD,346.25,359.57,336.87,348.78,2223.79956472,775616.8121830416
1612152000000,2021-02-01 04:00:00,COMP/USD,369.3,376.48,337.06,346.25,3702.79583769,1282093.0588001625
1612065600000,2021-01-31 04:00:00,COMP/USD,321.93,374.6,305.51,369.3,6323.73217105,2335354.290768765
1611979200000,2021-01-30 04:00:00,COMP/USD,302.89,340.0,298.91,321.93,8738.29815529,2813120.3251325097
1611892800000,2021-01-29 04:00:00,COMP/USD,247.2,304.15,237.87,302.89,7612.6437888,2305793.677189632
1611806400000,2021-01-28 04:00:00,COMP/USD,227.3,268.41,227.3,247.2,2059.09056974,509007.18883972795
1611720000000,2021-01-27 04:00:00,COMP/USD,225.35,233.88,210.0,227.3,1983.8760896,450935.03516608
1611633600000,2021-01-26 04:00:00,COMP/USD,214.89,241.58,205.86,225.35,1906.06515922,429531.783630227
1611547200000,2021-01-25 04:00:00,COMP/USD,245.47,255.28,206.65,214.89,4591.19448518,986601.7829203301
1611460800000,2021-01-24 04:00:00,COMP/USD,217.56,258.64,215.32,245.47,4837.64742169,1187497.3126022443
1611374400000,2021-01-23 04:00:00,COMP/USD,203.99,219.5,198.83,217.56,1337.77251583,291045.7885439748
1611288000000,2021-01-22 04:00:00,COMP/USD,191.46,208.81,190.55,203.99,1620.75425877,330617.6612464923
1611201600000,2021-01-21 04:00:00,COMP/USD,201.41,201.41,165.34,191.46,2178.68672826,417131.36099265964
1611115200000,2021-01-20 04:00:00,COMP/USD,210.92,217.9,198.88,201.41,1610.05606184,324281.3914151944
1611028800000,2021-01-19 04:00:00,COMP/USD,233.92,234.74,210.13,210.92,1347.55502854,284226.3066196568
1610942400000,2021-01-18 04:00:00,COMP/USD,211.27,237.5,211.27,233.92,597.57535248,139784.8264521216
1610856000000,2021-01-17 04:00:00,COMP/USD,222.79,226.64,200.46,211.27,734.64552444,155208.5599484388
1610769600000,2021-01-16 04:00:00,COMP/USD,209.94,224.75,201.22,222.79,481.73407574,107325.5347341146
1610683200000,2021-01-15 04:00:00,COMP/USD,205.56,214.27,186.95,209.94,673.4562162,141385.398029028
1610596800000,2021-01-14 04:00:00,COMP/USD,204.03,217.78,204.03,205.56,147.6086781,30342.439870235998
1610510400000,2021-01-13 04:00:00,COMP/USD,190.19,217.47,185.58,204.03,1709.42686181,348774.3626150943
1610424000000,2021-01-12 04:00:00,COMP/USD,178.35,200.93,175.31,190.19,1514.85146478,288109.6000865082
1610337600000,2021-01-11 04:00:00,COMP/USD,172.65,178.35,147.93,178.35,5190.20669938,925673.364834423
1610251200000,2021-01-10 04:00:00,COMP/USD,192.09,210.0,162.8,172.65,1686.14434693,291112.8214974645
1610164800000,2021-01-09 04:00:00,COMP/USD,169.27,195.0,162.65,192.09,1128.12892723,216702.28563161072
1610078400000,2021-01-08 04:00:00,COMP/USD,159.55,181.33,156.29,169.27,1100.06712412,186208.3620997924
1609992000000,2021-01-07 04:00:00,COMP/USD,179.88,179.88,153.98,159.55,247.75065337,39528.616745183506
1609905600000,2021-01-06 04:00:00,COMP/USD,163.15,192.17,163.15,179.88,1586.58710209,285395.2879239492
1609819200000,2021-01-05 04:00:00,COMP/USD,151.15,166.03,147.15,163.15,1105.32148732,180333.200656258
1609732800000,2021-01-04 04:00:00,COMP/USD,158.03,162.31,137.25,151.15,2115.91324138,319820.286434587
1609646400000,2021-01-03 04:00:00,COMP/USD,137.68,158.03,136.04,158.03,1137.59588016,179774.2769416848
1609560000000,2021-01-02 04:00:00,COMP/USD,146.02,147.43,135.03,137.68,1774.56033877,244321.46744185363
1609473600000,2021-01-01 04:00:00,COMP/USD,155.32,155.32,140.82,146.02,1510.38411957,220546.2891396114
